url_normalized,title,meta_description,http_status,fetch_error
https://clearwatertimes.com/2026/01/02/bc-transit-sues-insolvent-aldergrove-bus-builder-over-leaky-buses/,BC Transit sues insolvent Aldergrove bus builder over leaky buses | Clearwater Times,"Vicinity buses allegedly leaked, floors rotted in B.C. rains",200,
https://www.bostonglobe.com/2026/01/02/world/nuclear-plant-remains-potent-sticking-point-ukraine-peace-plan/,A nuclear plant remains a potent sticking point in the Ukraine peace plan - The Boston Globe,"Ukraine and Russia view the plant as a vital energy asset because of its enormous generation capacity -- 6 gigawatts, enough to power a medium-sized country like Portugal.",200,
https://www.fox13news.com/news/spca-florida-gives-specialized-care-kittens-burned-house-fire,SPCA Florida gives specialized care to kittens burned in a house fire | FOX 13 Tampa Bay,"On New Year’s Eve, the SPCA Florida received a call from their rescue partners in Lakeland about two badly burned kittens in a house fire.",200,
https://kcby.com/news/local/oregon-lawmaker-working-to-propose-legislation-to-protect-domestic-violence-victims-colorado-kristil-krug-true-crime-murder-police-kevin-mannix-local-laws,Oregon lawmaker proposes 'Kristil's law' to protect domestic violence victims,An Oregon Lawmaker is teaming up with the family of a domestic violence victim.,200,
https://www.pakistantoday.com.pk/2026/01/03/asma-abbas-slams-social-media-for-scandalizing-bushra-ansari-and-feroze-khan/,Asma Abbas slams social media for scandalizing Bushra Ansari and Feroze Khan | Pakistan Today,,200,
https://vtdigger.org/2026/01/02/waterburys-former-dairy-farm-owners-struggle-to-move-on/,Waterbury’s former dairy farm owners struggle to move on - VTDigger,"It may be home to Ben & Jerry’s Factory Store, but the town’s last three dairy farms were driven out of business.",200,
https://www.theguardian.com/australia-news/2026/jan/03/man-dies-after-shooting-in-melbournes-inner-north-ntwnfb,Young man killed in apparent targeted drive-by shooting near police station in Melbourne’s inner north | Melbourne | The Guardian,Police investigation continues after fatal shooting in Fitzroy in early hours of Saturday morning,200,
https://www.nvi.com.au/story/9144701/be-warned-big-tech-elitism-beyond-dot-com-bubble-peak/,"Be warned: big tech elitism beyond dot-com bubble peak | Namoi Valley Independent | Gunnedah, NSW",Hype around artificial intelligence fuelled most of 2025's market rally but circular investment deals and speculative returns could...,200,
https://www.singletonargus.com.au/story/9144276/brisbane-lawyer-saves-drowning-man-at-shoal-bay-on-christmas/,"Brisbane lawyer saves drowning man at Shoal Bay on Christmas | The Singleton Argus | Singleton, NSW",Brisbane lawyer and father Ben Judd heroically saves Mackenzie Symons from drowning at Shoal Bay on Christmas morning.,200,
https://www.thedailystar.net/news/bangladesh/news/tarique-family-offer-prayers-khaleda-zia-4071846,"Tarique, family offer prayers for Khaleda Zia | The Daily Star","Tarique Rahman, acting chairman of the BNP, attended a doa and milad mahfil for former prime minister and party chairperson Khaleda Zia at Gulshan Azad Mosque yesterday.",200,
https://bravenewcoin.com/insights/xrp-price-prediction-xrp-tests-macro-21-month-ema-and-fibonacci-support-as-2-30-emerges-in-2026-rally-setup,XRP Price Prediction: XRP Tests Macro 21-Month EMA and Fibonacci Support as $2.30 Emerges in 2026 Rally Setup - Brave New Coin,"Currently trading near $1.92, XRP has reclaimed the 0.5 Fibonacci retracement at $1.88, a historically significant zone. Analysts note that confirming this",200,
https://www.pakistantoday.com.pk/2026/01/03/dpm-dar-condoles-death-of-khaleda-zia-during-bangladesh-high-commission-visit/,DPM Dar condoles death of Khaleda Zia during Bangladesh High Commission visit | Pakistan Today,,200,
https://gcaptain.com/equinor-files-lawsuit-to-save-empire-wind-project-from-second-trump-suspension/,Equinor Files Lawsuit to Save Empire Wind Project From Second Trump Suspension,"Empire Offshore Wind LLC filed a civil suit in U.S. District Court for the District of Columbia on Friday, challenging the Department of the Interior’s order suspending construction on the...",200,
https://www.houstonpublicmedia.org/npr/2026/01/02/g-s1-104314/yemens-separatists-announce-a-constitution-for-an-independent-south/,Yemen's separatists announce a constitution for an independent south | NPR & Houston Public Media,The move comes as an escalation of a confrontation that has pitted Gulf powerhouses Saudi Arabia and the United Arab Emirates against each other.,200,
https://kfdm.com/news/local/beaumont-police-asking-for-help-identifying-robbery-suspect,Beaumont Police asking for help identifying robbery suspect,Beaumont police are investigating a robbery that occurred Friday afternoon at a convenience store on Dowlen Road.Officers were dispatched at approximately 3:07,200,
https://newca.com/doc/5829,NewCa.com Documents,,200,
https://www.melfortjournal.com:443/life/code-butterfly-a-beautiful-way-to-honour-pioneer-manor-residents,Code Butterfly a 'beautiful' way to honour Pioneer Manor residents  | Melfort Journal,It is part of the palliative care program at city's long-term care home.,200,
https://panow.com/2026/01/02/cp-newsalert-alberta-group-gets-green-light-to-collect-separation-signatures/,Alberta group gets green light to collect signatures for separation referendum | paNOW,EDMONTON — Alberta's election agency has fired the starter's pistol on the race to collect enough names for a referendum on the province quitting Canada. Elections Alberta announced Friday that Mitch Sylvestre and the Alberta Prosperity Project have fr...,200,
https://www.rnz.co.nz/news/national/583092/owner-of-abandoned-bike-left-near-lake-ohau-identified,Owner of 'abandoned' bike left near Lake Ōhau identified | RNZ News,"The bike was left at the Temple Campsite shelter off Lake Ohau Road, and had been there since at least 27 December.",200,
https://www.dw.com/en/germany-third-bank-robbery-reported-in-nrw-in-days/a-75372907,Germany: Third bank robbery reported in NRW in days,"Another day, another report of a robbery at a Sparkasse bank in western Germany. This time, four safe-deposit boxes were emptied in broad daylight.",200,
https://www.sci.news/genetics/denisova-25-genome-14459.html,"Researchers Sequence Genome of 200,000-Year-Old Denisovan | Sci.News",A research team led by Max Planck Institute for Evolutionary Anthropology scientists has generated the high-quality genome assembly of a Denisovan using DNA from an ancient molar found at Denisova Cave.,200,
https://vtdigger.org/2026/01/02/ludlow-police-chief-idd-as-shooter-of-man-allegedly-armed-with-knife-in-new-years-day-incident/,Ludlow police chief ID’d as shooter of man allegedly armed with knife in New Year’s Day incident - VTDigger,The wounded 18-year-old man was reported to be hospitalized in stable condition and also facing assault-related charges.,200,
https://www.pakistantoday.com.pk/2026/01/03/four-bodies-found-in-karachi-manhole-teen-killed-in-alleged-police-shootout/,"Four bodies found in Karachi manhole, teen killed in alleged police shootout | Pakistan Today",,200,
https://www.bostonglobe.com/2026/01/02/metro/moultonborough-nh-explosive-device/,"Explosive device detonated in Moultonborough, N.H., no injuries","The explosion was reported on Moultonborough Neck Road shortly before 1:30 p.m. on Friday with no injuries, officials said.",200,
https://www.fox35orlando.com/news/youthful-offender-john-govea-sentenced-four-years-brevard-county-teen-2024-death-family-frustrated,Florida family frustrated after man convicted in teen's death receives 4-year sentence as 'youthful offender' | FOX 35 Orlando,"The family of Joseph Cardella, a teen who was shot and killed in 2024 when attempting to sell THC vape pens, is speaking out, warning that the four-year sentencing of John Govea sets a ""dangerous precedent"" for violent crime in Florida.",200,
https://www.shelf-awareness.com/readers/2018-06-22/summer_of_salt.html,"Shelf Awareness for Readers for Friday, June 22, 2018 | Shelf Awareness","Welcome to the Web site for Shelf Awareness: Daily Enlightenment for the Book Trade, the free e-mail newsletter dedicated to helping the people in stores, ...",200,
https://www.thegazette.com/crime-courts/police-cedar-rapids-man-charged-with-attempted-murder-after-shooting-another-man-three-times/,Police: Cedar Rapids man charged with attempted murder after shooting another man three times | The Gazette,"A Cedar Rapids man charged with attempted murder after a shooting Sunday had his first appearance in court Friday and is being held in the Linn County Jail on a $40,000 cash-only bond.",200,
https://kcby.com/news/local/new-oregon-boating-law-faces-repeal-push-and-legislative-rollback-after-public-backlash-water-river-recreation-politics-permit-taxes-fees-money,New Oregon boating law faces repeal push and legislative rollback after public backlash,"A law passed during the 2025 Oregon legislative session to strengthen protections against aquatic invasive species is now facing two separate challenges.The ""Le",200,
https://twitchy.com/grateful-calvin/2026/01/02/larry-sabato-village-idiot-n2423470,"Need a Mirror? Larry Sabato Smears Americans as 'Village Idiots,' Showing Why Credentialism Is Dead – Twitchy","Larry Sabato calls Americans 'village idiots,' highlighting the failure of credentialism.",200,
https://www.ign.com/wikis/animal-crossing-new-horizons/Island_Ordinances,Island Ordinances - Animal Crossing: New Horizons Guide - IGN,"There are four island ordinances you can enact in ACNH: Early Bird, Night Owl, Beautiful Island, and Bell Boom. When active, they all affect various villager",200,
"http://www.fhtimes.com/stories/we-should-vote-to-end-mass-immigration,648881",We should vote to end mass immigration - Fountain Hills Times,OPINION – The Biden bureaucrats open border invasion is one of the most inhumane schemes in history. There is not one legitimate excuse to condone the political maneuvering that stimulated the  &hellip;,200,
https://www.stratfordbeaconherald.com:443/news/local-news/thamesville-area-crash-claims-chatham-man-chatham-kent-police,Thamesville-area crash claims Chatham man: C-K police | The Stratford Beacon Herald,"A Chatham man injured in a two-vehicle crash this week has died, Chatham-Kent police say.",200,
https://www.pakistantoday.com.pk/2026/01/03/contribution-of-english-courses-to-undergraduate-academic-development/,Contribution of English Courses to undergraduate academic development | Pakistan Today,,200,
https://www.theboneonline.com/news/national/colorado-hiker-killed-mountain-lion-attack-officials/TWFBRDK33Y3B7FZR22LMFSZ3PA/,This website is unavailable in your location. – 102.5 The Bone,,200,
https://www.channelnewsasia.com/world/switzerland-fire-champagne-sparklers-5787266,,,404,bad_status:404
https://www.smdp.com/big-tech-blocked-california-data-center-legislation-leaving-only-a-study-requirement/,"Big Tech blocked California data center legislation, leaving only a study requirement",Tools that power artificial intelligence devour energy. But attempts to shield Californians from footing the bill in 2025 ended with a law requiring regulators to write a report about the issue by 2027,200,
https://www.shelf-awareness.com/readers/2025-12-31/break_wide_the_sea.html,"Shelf Awareness for Readers for Friday, January 2, 2026 | Shelf Awareness","Welcome to the Web site for Shelf Awareness: Daily Enlightenment for the Book Trade, the free e-mail newsletter dedicated to helping the people in stores, ...",200,
https://coinweek.com/the-1964-d-peace-dollar-the-extinct-u-s-coin-that-still-haunts-the-hobby/,The 1964-D Peace Dollar: America’s Legendary “Extinct” Coin,"Struck in 1965, ordered destroyed, and illegal to own, the 1964-D Peace dollar remains one of the greatest mysteries in U.S. numismatic history.",200,
https://www.wgauradio.com/news/national/colorado-hiker-killed-mountain-lion-attack-officials/TWFBRDK33Y3B7FZR22LMFSZ3PA/,This website is unavailable in your location. – WGAU,,200,
https://www.pakistantoday.com.pk/2026/01/03/pti-will-go-ahead-with-planned-feb-8-protest-under-all-circumstances-cm-afridi/,PTI will go ahead with planned Feb 8 protest under ‘all circumstances’: CM Afridi | Pakistan Today,,200,
https://www.stratfordbeaconherald.com:443/news/local-news/chatham-firefighters-rescue-man-from-boat-adrift-on-thames-river,Chatham firefighters rescue man from boat adrift on Thames River | The Stratford Beacon Herald,A man was rescued by Chatham firefighters on Friday after his boat went adrift on Thames River.,200,
https://www.wfdd.org/politics-government/2026-01-02/trump-says-cost-was-behind-his-water-pipeline-veto-but-some-say-its-retribution,"Trump says cost was behind his water pipeline veto, but some say it's retribution | 88.5 WFDD","The president says his veto of a Colorado infrastructure project is about ""fiscal sanity."" Some say the president is retaliating against the state for political reasons.",200,
https://gcaptain.com/u-s-targets-venezuelas-shadow-fleet-in-final-2025-sanctions-blitz-on-maduro-regime/,U.S. Targets Venezuela's Shadow Fleet in Final 2025 Sanctions Blitz on Maduro Regime,"The U.S. Treasury Department this week imposed sanctions on four companies and identified four oil tankers as blocked property in the latest escalation of pressure on Venezuela’s Maduro regime, marking...",200,
https://www.alternet.org/trump-hertling-venezuela/,"Trump unprepared for 'long, expensive' military commitment: ex-Army commander - Alternet.org","On December 20, U.S. President Donald Trump and Defense Secretary Pete Hegseth escalated their campaign against leftist Venezuelan President Nicolás Maduro with the seizure of a second Venezuelan oil tanker. The tanker seizures follow a series of U.S. military strikes against Venezuelan boats that T...",200,
https://foxbaltimore.com/spotlight-on-maryland/serious-ethics-violation-complaint-filed-as-kelly-madigan-set-to-become-howard-cos-ig,'Serious ethics violation': Complaint filed as Kelly Madigan set to become Howard Co.'s IG,"Former Baltimore County Inspector General Kelly Madigan could face a hurdle before taking her new job as Howard County’s inaugural inspector general, due to a &ldquo;",200,
https://www.wmra.org/2026-01-02/is-trump-taking-too-much-aspirin-heres-what-experts-say,Is Trump taking too much aspirin? Here's what experts say,Trump takes four times the recommended dose of aspirin for cardiac prevention. Even low-dose aspirin is no longer recommended for people over 60 who don't have heart disease.,200,
https://www.wmra.org/2026-01-02/yemens-separatists-announce-a-constitution-for-an-independent-south,Yemen's separatists announce a constitution for an independent south,The move comes as an escalation of a confrontation that has pitted Gulf powerhouses Saudi Arabia and the United Arab Emirates against each other.,200,
https://www.natchezdemocrat.com/news/louisiana-to-benefit-from-208-million-through-rural-health-transformation-program-bbf8e527,Louisiana to benefit from $208 million through Rural Health Transforma...,"Louisiana will receive $208M to overhaul rural healthcare, expanding access, technology and workforce support for 1.1M residents under the federal Rural Health Transformation Program.",200,
https://finance.yahoo.com/news/global-x-copper-miners-etf-161947590.html,Your privacy choices,,200,
https://www.thegazette.com/health-care-medicine/health-subsidies-expire-launching-millions-of-americans-into-2026-with-steep-insurance-hikes/,"Health subsidies expire, launching millions of Americans into 2026 with steep insurance hikes | The Gazette","Enhanced tax credits that have helped reduce the cost of health insurance for the vast majority of Affordable Care Act enrollees expired this week, cementing higher health costs for millions of Americans at the start of the new year.",200,
https://www.fox6now.com/news/milwaukee-fire-buffum-townsend,"Milwaukee fire near Buffum and Townsend, 2 people rescued | FOX6 Milwaukee","Milwaukee firefighters rescued two people from a home near Buffum and Townsend on the city's north side Friday morning, Jan. 2.",200,
https://finance.yahoo.com/news/nvda-nke-cm-bet-3-183002322.html,Your privacy choices,,200,
https://abc7ny.com/post/nurses-15-hospitals-nyc-long-island-deliver-10-day-strike-notices-amid-contract-negotiations/18343669/,Nurses at 15 hospitals in NYC and Long Island deliver 10-day strike notices amid contract negotiations - ABC7 New York,Thousands of nurses at hospitals across New York City and Long Island delivered a 10-day strike notice on Friday.,200,
https://www.shelf-awareness.com/readers/2025-12-31/kamilah_cole:_an_immigrant_in_dark_academia.html,"Shelf Awareness for Readers for Friday, January 2, 2026 | Shelf Awareness","Welcome to the Web site for Shelf Awareness: Daily Enlightenment for the Book Trade, the free e-mail newsletter dedicated to helping the people in stores, ...",200,
https://www.shelf-awareness.com/readers/2026-01-02/the_queen_of_swords.html,"Shelf Awareness for Readers for Friday, January 9, 2026 | Shelf Awareness","Welcome to the Web site for Shelf Awareness: Daily Enlightenment for the Book Trade, the free e-mail newsletter dedicated to helping the people in stores, ...",200,
https://nypost.com/2026/01/02/opinion/mamdanis-radical-hires-will-deliver-for-the-left-while-nycs-other-99-suffer/,,,0,exception:SSLError
https://www.shelf-awareness.com/theshelf/2025-12-12/reading_with..._davey_davis.html,"Shelf Awareness for Friday, December 12, 2025 | Shelf Awareness","Welcome to the Web site for Shelf Awareness: Daily Enlightenment for the Book Trade, the free e-mail newsletter dedicated to helping the people in stores, ...",200,
https://ladysmithchronicle.com/2026/01/02/2-properties-outside-vancouver-crack-the-list-for-10-most-expensive-in-b-c/,,,0,exception:SSLError
https://www.fox19.com/2026/01/02/man-accused-threatening-hamilton-county-judges-family-court-documents-say/,"Man accused of threatening Hamilton County judge, family, court documents say",Court documents say he threatened to kill the judge's whole family.,200,
https://www.nvi.com.au/story/9144711/kgm-torres-2026-review-evx/,"KGM Torres 2026 review: EVX | Namoi Valley Independent | Gunnedah, NSW","So, you’re looking for an affordable electric mid-size SUV, but you don’t want to buy a Chinese car?",200,
https://www.wgauradio.com/news/world/yemens-separatists/EYJAFEYOZQ255JX3LQ5B2522VY/,This website is unavailable in your location. – WGAU,,200,
https://www.skynews.com.au/australia-news/crime/so-frustrating-victorian-cops-treated-like-punching-bags-as-machete-attacks-continue-to-terrorise-state/news-story/06df37c9e35175c428a653249c46c9c4?nk=e899047cb650b8a46c12c4878a7c1901-1767397620,‘So frustrating’: Victorian cops treated like ‘punching bags’ as machete attacks continue to terrorise state | Sky News Australia,"Victorian police have been “treated like punching bags” a former detective claims, as horrifying machete attacks continue on the streets of Melbourne under Premier Jacinta Allan’s leadership.",200,
https://www.kswo.com/2026/01/02/new-texas-laws-take-effect-new-year/,New Texas laws take effect in the new year,Texas has 33 new laws in action ranging from immigration enforcement to housing issues.,200,
https://www.alternet.org/trump-thanked-russian-hacker/,Trump gets praise from Russian fraudster after early release from prison - Alternet.org,"Russian-U.S. national Ilya Lichtenstein, who hacked a crypto exchange and stole nearly 120,000 bitcoin, claims he has been freed after only a year into his five-year sentence. Lichtenstein posted on X late Thursday night, saying, “Thanks to President Trump’s First Step Act, I have been released from...",200,
http://www.saltlakecitysun.com/news/278787174/motos-america-inc-files-for-chapter-11-restructuring-dealership-subsidiaries-not-included-and-will-continue-operating-without-interruption,Motos America Inc. Files for Chapter 11 Restructuring; Dealership Subsidiaries Not Included and Will Continue Operating Without Interruption,"SALT LAKE CITY, UT / ACCESS Newswire / January 2, 2026 / Motos America Inc. (""Motos America"" or the ""Company""), a Nevada corporation, announced that it filed a",200,
https://www.thedailystar.net/news/world/usa/news/trump-blames-bruised-hand-aspirin-4071856,Trump blames bruised hand on aspirin | The Daily Star,US President Donald Trump blamed aspirin for large bruises on his hand and denied falling asleep while attending public meetings in an interview with The Wall Street Journal published Thursday.,200,
https://www.wrganews.com/2026/01/02/coast-guard-searches-for-survivors-after-us-strikes-suspected-narco-terrorist-vessels-in-eastern-pacific/,Coast Guard searches for survivors after US strikes suspected narco-terrorist vessels in Eastern Pacific | Local News Now (WRGA AM),"The U.S. Coast Guard is searching for survivors after strikes on suspected drug vessels in the Eastern Pacific. Three alleged narco-terrorists were killed, and others are missing.",200,
https://www.kob.com/ap-top-news/diane-crump-the-first-female-jockey-to-ride-in-the-kentucky-derby-dies-at-77/,,,404,bad_status:404
https://www.smdp.com/caltrans-announces-weekly-road-and-lane-closures-on-pacific-coast-highway-and-topanga-canyon-boulevard/,Caltrans Announces Weekly Road and Lane Closures on Pacific Coast Highway and Topanga Canyon Boulevard,Please note that conditions may change due to predicted rainstorms moving through the area at the beginning of this week,200,
