url_normalized,title,meta_description,http_status,fetch_error
https://www.wknofm.org/2025-12-31/new-orleans-on-alert-as-it-marks-one-year-since-the-new-years-day-attack,New Orleans on alert as it marks one year since the New Year's Day attack | WKNO FM,Extra security will be in place tonight in New Orleans as the city marks the anniversary of last year's New Year's Day attack. Drew Hawkins of the Gulf States Newsroom reports.,200,
https://www.northwaleschronicle.co.uk/news/national/25731429.outrage-grotesque-fencing-around-london-park-stop-new-years-eve-revelry/,Outrage at ‘grotesque’ fencing around London park to stop New Year’s Eve revelry | North Wales Chronicle,One member of the Primrose Hill Keepers said she had left the area because the hoarding is ‘too grotesque’.,200,
https://risingapple.com/ny-mets-former-player-sneaky-good-free-agent-match-chris-bassitt,Former NY Mets player is a sneaky good free agent and match to return to Queens,Former New York Mets player and free agent Chris Bassitt is a sneaky good match to come back to Queens.,200,
https://fortune.com/2025/12/31/xi-touts-chinas-ai-chip-wins-in-triumphant-new-years-speech/,"Xi touts China’s AI, chip wins in triumphant New Year’s speech | Fortune","“China has become one of the world’s fastest-rising economies in terms of innovative capacity,” Xi declared in a televised address on Wednesday.",200,
https://www.brandonsun.com/world/2025/12/31/chief-justice-says-constitution-remains-firm-and-unshaken-with-major-supreme-court-rulings-ahead,Chief Justice says Constitution remains ‘firm and unshaken’ with major Supreme Court rulings ahead – Brandon Sun,"Breaking News, Sports, Manitoba, Canada",200,
https://www.batemansbaypost.com.au/story/9143817/nsw-extends-blue-groper-fishing-ban-after-outcry/,"NSW extends blue groper fishing ban after outcry | Bay Post-Moruya Examiner | Batemans Bay, NSW",Eastern blue groper ban extended amid community concerns. Calls for marine protection grow after killing on Central Coast.,200,
https://www.hellenicshippingnews.com/vlsfo-and-hsfo-markets-end-2025-on-a-bearish-note/,,,404,bad_status:404
https://www.bostonglobe.com/2026/01/01/opinion/supreme-court-report-threats/,Opinion | The Supreme Court is its own worst enemy,"If past is prologue, John Roberts’s year-end report on the federal courts will ignore that the greatest threat is coming from inside the Supreme Court.",200,
https://toronto.citynews.ca/2025/12/31/power-outage-pimicikamak-cree-nation-2/,Power outage in Pimicikamak Cree Nation is 'human safety issue',"The power outage that’s plunged a northern Manitoba First Nation in cold and darkness for three days now is putting lives at risk. That’s the message from Cross Lake/Pimicikamak Cree Nation Chief David Monias, who warns multiple essential services have either failed or are at risk of failing. Chief Monias says the community’s water reservoir […]",200,
http://www.bignewsnetwork.com/news/278784848/happiness-success-to-all-rahul-gandhi-extends-new-year-greetings-to-nation,"""Happiness, success to all"": Rahul Gandhi extends New Year greetings to nation","Congress leader and Leader of Opposition (LoP) Lok Sabha Rahul Gandhi on Thursday extended New Year greetings to people across the country, wishing them happiness, good health and success in the year ahead. Taking to X, Rahul Gandhi said, Heartfelt New Year greetings to all of you. May the new year bring abundant happiness, good health, and success into your life. He further added, Wishing everyone a very Happy New Year 2026. His post was accompanied by a photograph showing Gandhi posing with Gen Z, whom he had previously interacted with before the Bihar polls. https",200,
https://www.bemidjipioneer.com/news/the-vault/2025-brought-a-cavalcade-of-crime,2025 brought a cavalcade of crime,"10 big cases across the region included multiple murders, a drug kingpin, shootings, arson, a politically momentous burglary and a large civil rights settlement",200,
https://www.abc.net.au/news/2026-01-01/us-strikes-boats-in-international-waters-looking-for-survivors/106191618,US military attacks 'narco-trafficking' boats in international waters  - ABC News,US military forces have carried out strikes against three boats in international waters in the Pacific Ocean. Eight people are reported to have survived.,200,
https://www.bemidjipioneer.com/news/minnesota/who-left-the-water-on-in-osakis-minn-city-sees-unexplained-50k-gallon-surge-in-usage,"Who left the water on in Osakis, Minn.? City sees unexplained 50K gallon surge in usage - InForum | Fargo, Moorhead and West Fargo news, weather and sports","""The City is currently losing approximately 50,000 gallons of water per day and has been for the past week,"" the city said in a Dec. 22 Facebook post.",200,
https://www.ibtimes.com/elon-musk-slams-noah-schnapps-stranger-things-scene-unnecessary-fans-praised-special-3794105,"Elon Musk Slams Noah Schnapp's Stranger Things Scene As 'Unnecessary', Fans Praised 'Special' Performance | IBTimes","Elon Musk labels Noah Schnapp's emotional Stranger Things scene as 'unnecessary', sparking a fierce debate with fans who praise the 'special' moment for empowering LGBTQ+ viewers ahead of the Netflix",200,
https://www.bostonglobe.com/2025/12/31/world/queen-camilla-says-she-was-assaulted-train-teenager/,Queen Camilla says she was assaulted on a train as a teenager - The Boston Globe,"LONDON - In a rare radio interview, as part of a wider conversation on violence against women, Queen Camilla spoke publicly for the first time about her experience fighting off an attempted sexual assault as a teenager on a train in Britain.",200,
https://www.bostonglobe.com/2025/12/31/nation/tatiana-schlossberg-climate-reporter/,"Tatiana Schlossberg, the climate reporter in her own words","Her work was featured in half a dozen publications, including several years as a staff writer for the New York Times and an essay in The Boston Globe.",200,
https://www.wknofm.org/2025-12-31/the-new-challenges-obtaining-snap-benefits-for-lgbtq-recipients,The new challenges obtaining SNAP benefits for LGBTQ+ recipients | WKNO FM,"Advocates for the LGBTQ+ community say the new limits on the food assistance program, SNAP, may make it especially difficult for many LGBTQ people battling food insecurity.",200,
"https://independentaustralia.net/business/business-display/4-top-ia-story-of-2025-bendigo-bank-profit-surges-as-community-groups-get-the-boot,20526",#4 TOP IA STORY OF 2025: Bendigo Bank makes half billion then boots community groups,When a regional bank markets itself as the,200,
https://www.latimes.com/california/story/2025-12-31/lafd-leaders-tried-to-cover-up-palisades-fire-mistakes-truth-still-emerged,LAFD leaders tried to cover up Palisades fire mistakes. The truth still emerged - Los Angeles Times,LAFD leaders engaged in campaign of secrecy and deflection designed to avoid taking full responsibility for what went wrong in the Jan. 7 fire.,200,
https://www.columbian.com/news/2025/dec/31/advanced-practice-providers-reach-2nd-tentative-contract-agreement-with-legacy-health/,,,403,bad_status:403
https://thefrontierpost.com/authorities-investigating-damage-to-undersea-telecom-cable-in-gulf-of-finland/,Authorities investigating damage to undersea telecom cable in Gulf of Finland – The Frontier Post,HELSINKI (AP): Authorities are investigating damage to an undersea telecommunications cable in the Gulf of Finland early Wednesday that occurred between the cap,200,
https://www.helsinkitimes.fi/finland/finland-news/domestic/28370-stubb-calls-for-peace-growth-and-caring-in-new-year-s-address.html,"Stubb calls for peace, growth and caring in New Year’s address - Helsinki Times","In his 2026 New Year’s speech, Finnish President Alexander Stubb urged the nation to prioritise peace, economic growth, and social care amid global conflict, economic strain, and demographic shifts. He emphasised Finland’s global role, commitment to Ukraine, and domestic challenges.",200,
https://www.spokesman.com/stories/2025/dec/31/alan-lieres-hunting-and-fishing-report-for-jan-1/,Alan Liere's hunting and fishing report for Jan. 1,Fly fishing,200,
https://www.fox34.com/2025/12/31/lubbock-volunteers-deliver-6800-christmas-cards-seniors-across-region/,"Lubbock volunteers deliver 6,800 Christmas cards to seniors across region","This year marks eight years of her passion project delivering Christmas cards to seniors across the region, made possible through the support of community volunteers.",200,
https://www.spokesman.com/stories/2025/dec/31/owner-of-home-alone-house-wants-to-return-the-driv/,Owner of ‘Home Alone’ house wants to return the driveway configuration to the way it was in the movie,"Normally, altering a driveway configuration in the front yard of a home in a residential neighborhood on suburban Chicago's North Shore would draw scant attention and interest from the broader public.",200,
https://www.wafb.com/2025/12/31/brpd-2-year-old-critical-condition-after-being-shot-head-br/,2-year-old in critical condition after being shot in head in BR; mayor releases statement,"A 2-year-old girl remains hospitalized in critical condition after she was shot in the head on New Year’s Eve in Baton Rouge, police said.",200,
https://www.funkytaurusmedia.com/product_info.php?info=p50_funky-taurus-----george-clinton-----ufo-brooklyn---------exclusiv.html&XTCsid=t44i7ee691kk1n2r6ur15eud43,Funky Taurus Media  - Music Photo Agency  &  Products - Funky Taurus  &  George Clinton  -  UFO Brooklyn     -   exclusiv,,200,
https://www.tnonline.com/20251231/2025-in-review-lehighton-area-school-board-shuffles/,2025 in review: Lehighton Area School Board shuffles – Times News Online,"Contested board appointments and a closely watched school board election shaped 2025 for the Lehighton Area School District, as a year that began with routine governance ended with director resignatio...",200,
https://www.thestar.com.my/news/nation/2026/01/01/new-epf-policy-changes-will-take-effect-from-today,New EPF policy changes will take effect from today | The Star,"KUALA LUMPUR: The Employees Provident Fund (EPF) has announced a series of policy and product enhancements to strengthen retirement adequacy, expand social protection coverage, and enhance the overall member experience.",200,
https://www.tnonline.com/20251231/2025-in-review-community-members-honored-for-contributions/,2025 in review: Community members honored for contributions – Times News Online,The Times News region is blessed with scores of individuals who on a daily basis contribute to the betterment of our communities. Several of them were honored in 2025 for the impacts they have had on ...,200,
https://www.tnonline.com/20251231/franklin-seeks-bookkeeping-helptownship-adopts-budget-with-no-tax-hike-though-finances-uncertain/,"Franklin seeks bookkeeping help
Township adopts budget with no tax hike, though finances uncertain – Times News Online","Franklin Township supervisors adopted a 2026 budget Tuesday, but had to hire a third party to rectify the bookkeeping.
Residents aren’t likely to see a tax increase next year, despite officials not kn...",200,
https://thefrontierpost.com/pm-shehbaz-saudi-crown-prince-discuss-regional-developments-stress-peace-through-dialogue/,"PM Shehbaz, Saudi Crown Prince discuss regional developments, stress peace through dialogue – The Frontier Post","F.P. Report



ISLAMABAD: Prime Minister Muhammad Shehbaz Sharif on Wednesday held a telephone conversation with Crown Prince and Prime Minister of the Kingdom",200,
https://www.mercurynews.com/2025/12/31/share-the-spirit-academy-of-hope-gives-former-inmates-a-soft-place-to-land/,Share the Spirit: Academy of HOPE gives former inmates a soft place to land – The Mercury News,Hope and growth. Those two words have changed George K. L. Smith’s life and the lives of other formerly incarcerated individuals who have decided to use their experiences as a bridge rather than a wall.,200,
https://www.alternet.org/trump-obamacare-new-republic/,How 'pro-family' Trump is 'leaving millions of families in the lurch': analysis - Alternet.org,"President Donald Trump often describes himself as a champion of ""pro-family"" policies — a message aimed at his hardcore MAGA base and far-right Christian fundamentalist evangelicals. And Vice President JD Vance has taken that messaging a step further, attacking specific Democrats as ""childless cat l...",200,
https://www.firstalert4.com/2025/12/31/trump-says-hes-dropping-push-national-guard-chicago-la-portland-oregon-now/,"Trump says he’s dropping push for National Guard in Chicago, LA and Portland, Oregon, for now",The move comes after legal roadblocks hung up the effort.,200,
https://www.ibtimes.com/they-never-show-trumps-social-media-attacks-kennedy-family-follow-tatiana-schlossbergs-tragic-3794114,"They Never Show Up,' Trump's Social Media Attacks on Kennedy Family Follow Tatiana Schlossberg's Tragic Death | IBTimes","Following the tragic death of Tatiana Schlossberg, President Trump launched a social media attack on the Kennedy family, sparking controversy amid their grief.",200,
https://www.upi.com/Top_News/US/2025/12/31/jack-smith-testimony/4221767221866/,"House Judiciary Chair releases Jack Smith hearing transcript, video - UPI.com",Former special counsel Jack Smith denied targeting President Donald Trump ahead of the 2024 presidential election while testifying on Dec. 17.,200,
https://www.sandiegouniontribune.com/2025/12/31/trump-farm-aid/,Farmers can now learn how much aid they will get from the Trump administration,Farmers say the aid won’t solve all their problems as they continue to deal with soaring costs.,200,
https://www.hellenicshippingnews.com/middle-east-crude-benchmarks-log-yearly-losses-amid-rising-supply/,,,404,bad_status:404
https://www.hellenicshippingnews.com/engine-global-bunker-fuel-availability-outlook-6/,ENGINE: Global Bunker Fuel Availability Outlook | Hellenic Shipping News Worldwide,,200,
https://www.dailyadvertiser.com.au/story/9143443/feral-pig-crisis-calls-for-military-intervention-in-nsw/,"Feral pig crisis calls for military intervention in NSW | The Daily Advertiser | Wagga Wagga, NSW","Feral pig numbers soar, posing a biosecurity threat and prompting calls for military aid. Current pest management fails to curb the problem.",200,
https://www.kunr.org/npr-news/2025-12-31/why-the-right-is-boycotting-brazilian-havaianas-sandals,Why the right is boycotting Brazilian Havaianas sandals,Supporters of Brazil's former far-right president are trying to get consumers to boycott Havaianas.,200,
https://fortune.com/2025/12/31/china-buys-two-thirds-of-pledged-u-s-soybeans-as-2025-closes/,China buys two-thirds of pledged U.S. soybeans as 2025 closes | Fortune,"The return of Chinese buyers is welcome news for U.S. exporters, and a reminder that buying patterns can change fast — but it is not yet a full reset.",200,
https://www.mercurynews.com/2025/12/31/what-stores-are-open-and-closed-for-new-years-eve-2025/,What stores are open and closed for New Year’s Eve 2025? – The Mercury News,"By Wyatte Grantham-Philips, Associated Press  (Updated Dec. 31, 2025) It’s just about time to celebrate New Year’s Eve and say goodbye to 2025. Preparing for a midnight toast and more year-end festivities may require a run or two to the store — but it’s wise to expect some limited business hours. While a handful of […]",200,
https://calgarysun.com/news/doing-this-again-businesses-residents-frustrated-over-another-water-main-break,"Businesses, residents frustrated over another water main break | Calgary Sun","Northwest Calgary residents, businesses voice exasperation over second major water main break in 18 months.",200,
https://www.newkerala.com/news/o/indigo-clocks-186-pc-drop-q3-profit-rs-24488-842,IndiGo's Q3 Profit Drops 18.6% Despite Revenue Growth,"IndiGo's parent company reports Q3 profit decline due to increased expenses, while maintaining strong market leadership in Indian aviation.",200,
https://biztoc.com/x/d0703523f618d244,,,403,bad_status:403
https://www.ckbw.ca/2025/12/31/premier-tim-houston-reflects-on-2025-energy-health-care-and-whats-ahead/,"Premier Tim Houston reflects on 2025: energy, health care, and what’s ahead | CKBW","As 2025 comes to a close, Premier Tim Houston says Nova Scotia is entering a pivotal period-one defined by ene...",200,
https://www.dailypolitical.com/2025/12/31/stellar-africagold-cvespx-trading-up-20-whats-next.html,Stellar AfricaGold (CVE:SPX) Trading Up 20%  – What’s Next? - Daily Political,Read Stellar AfricaGold (CVE:SPX) Trading Up 20%  – What’s Next? at Daily Political,200,
https://www.spokesman.com/stories/2025/dec/31/trump-administration-orders-coal-burning-power-pla/,Trump administration orders coal-burning power plant in Colorado to stay open,"The Trump administration, in its ongoing push to boost fossil fuels, issued an emergency order Tuesday to keep an aging coal-fired power plant in Craig, Colorado, operating even though it was scheduled to be retired this week.",200,
https://keyj.com/ixp/156/p/texas-hr-complaints/,Top HR Complaints Texas Employees Make in 2025,"Discover the most common HR complaints in Texas workplaces, from compliance issues to employee relations and workplace behavior problems.",200,
https://www.newsbtc.com/analysis/xrp/330-xrp-price-surge-after-this/,Standard Chartered Analysts Predict 330% XRP Price Surge After This Happens,"Geoff Hendrick, has predicted that the XRP price could surge to $8 by the end of 2026, which represents an increase of around 330%",200,
https://fortune.com/2025/12/31/jpmorgan-says-javice-firms-billed-millions-just-for-attendance/,JPMorgan says Javice firms billed millions just for ‘attendance’ | Fortune,JPMorgan said Charlie Javice’s “unconscionable” $74 million tab included charges for days court wasn’t even in session.,200,
https://www.hellenicshippingnews.com/venezuelan-oil-production-exports-fall-as-us-ramps-up-sanctions-enforcement/,"Venezuelan oil production, exports fall as US ramps up sanctions enforcement | Hellenic Shipping News Worldwide",,200,
https://fortune.com/2025/12/31/copper-records-biggest-annual-gain-since-2009-on-supply-bets/,Copper records biggest annual gain since 2009 on supply bets | Fortune,"The red metal has notched a series of all-time highs in an end-of-year surge, rallying 42% on the London Metal Exchange this year.",200,
https://bernews.com/2025/12/weather-forecast-thursday-january-1-2/,Weather Forecast For Thursday January 1 - Bernews,"Thursday, January 1 is expected to see sunny spells, chance of a few showers evening onwards, with the high to be near 20°C/68°F and the low to be near 18°C/64°F, according to the Bermuda Weather Service. Winds are expected to be WSW. The relative humidity is expected to be near 68%. Sunrise will be at …",200,
https://wltribune.com/2025/12/31/biologist-to-examine-dead-eagle-found-on-williams-lake/,Biologist to examine dead eagle found on Williams Lake | Williams Lake Tribune,A dead golden eagle made for an eventful outing on the lake Dec. 28,200,
https://www.gx94radio.com/2025/12/31/sgi-urges-safe-new-years-plans-for-getting-home-safetly/,SGI urges safe New Year’s plans for getting home safetly | GX94 Radio - Now That's Country! | Harvard Media,"REGINA &mdash; New Year&#39;s is a time of celebration for many as the calendar flips to 2026. While people prepare to celebrate with drinking or smoking, SGI is reminding residents to ensure they have a safe way to get home. &ldquo;There are man...",200,
https://www.dailypolitical.com/2025/12/31/jpmorgan-chase-co-nysejpm-trading-down-1-3-whats-next.html,JPMorgan Chase & Co. (NYSE:JPM) Trading Down 1.3%  – What’s Next? - Daily Political,Read JPMorgan Chase & Co. (NYSE:JPM) Trading Down 1.3%  – What’s Next? at Daily Political,200,
https://www.columbian.com/news/2025/dec/31/2-vancouver-police-officers-involved-in-fatal-shooting-identified/,,,403,bad_status:403
https://www.gx94radio.com/2025/12/31/we-lost-a-young-man-rcmp-still-search-for-suspects-in-sask-first-nation-shooting-2/,‘We lost a young man’: RCMP still search for suspects in Sask First Nation shooting | GX94 Radio - Now That's Country! | Harvard Media,BIG ISLAND LAKE CREE NATION — Security has been doubled on a Saskatchewan First Nation as the search continues for a pair of suspects wanted in connection with a deadly shooting. The RCMP says the shooting happened early Tuesday morning in Big Island L...,200,
https://www.gsmarena.com/samsung_testing_a_dualcell_20000mah_siliconcarbon_battery_rumor_claims-news-70912.php,"Samsung testing a dual-cell 20,000mAh silicon-carbon battery, rumor claims - GSMArena.com news","The test results weren't promising though. We’ve recently seen a surge in smartphones from Chinese brands packing 8,000mAh or larger batteries. Now, a...",200,
https://calgarysun.com/news/canada/year-of-bear-attacks/wcm/428cd166-c72a-4882-a53b-5c9bb52b0de1,It's been a year of frightening bear attacks. What's next according to bear researchers? | Calgary Sun,"A growing number of bears are entering areas they have never been seen before, increasing the chances of human encounters, say scientists.",200,
https://www.hellenicshippingnews.com/chinas-factory-activity-snaps-record-slump-on-festive-stockpiling/,,,404,bad_status:404
https://www.hellenicshippingnews.com/venezuela-resorts-to-floating-storage-as-onshore-storage-tanks-fill-up/,,,404,bad_status:404
https://www.dailypolitical.com/2025/12/31/deckers-outdoor-corporation-nysedeck-short-interest-down-29-1-in-december.html,Deckers Outdoor Corporation (NYSE:DECK) Short Interest Down 29.1% in December - Daily Political,Read Deckers Outdoor Corporation (NYSE:DECK) Short Interest Down 29.1% in December at Daily Political,200,
https://www.hellenicshippingnews.com/china-begins-issuing-second-batch-of-2026-crude-import-quotas-to-refiners-sources-say/,,,404,bad_status:404
https://finance.yahoo.com/news/archer-aviation-yesterdays-news-232100839.html,Your privacy choices,,200,
https://www.tnonline.com/20251231/2025-in-review-homeless-refuge-open-in-mahoning-township/,2025 in review: Homeless refuge open in Mahoning Township – Times News Online,"Thanks to community support and generous donors, the Lehighton Cold Weather Station opened a new homeless shelter in Mahoning Township in early December.
 The facility at 560 Country Club Road provide...",200,
https://www.ibtimes.com/maduro-continues-refraining-address-us-attacks-venezuelan-soil-yes-peace-forever-3794125,Maduro Continues Refraining To Address U.S. Attacks On Venezuelan Soil: 'Yes Peace Forever' | IBTimes,"Venezuela's authoritarian President Nicolas Maduro again refrained to address the recent U.S. strike on the country, and instead danced to a remix of him calling for no wars.",200,
https://toronto.citynews.ca/2025/12/31/suspect-sought-after-ttc-bus-passenger-assaulted-with-edged-weapon-police-say/,"Suspect sought after TTC bus passenger assaulted with 'edged weapon,' police say","Toronto police officers are trying to track down a suspect after an alleged assault on a TTC bus on Wednesday afternoon. Investigators say the suspect was on board a bus in the Coxwell Avenue and Queen Street East area at around 3:17 a.m. when he kicked another rider’s property, sparking a verbal dispute. “The suspect […]",200,
https://www.el-balad.com/6808085,Agatha Christie’s Series Hits BBC iPlayer with Shocking Twist - El-Balad.com,"The BBC iPlayer has recently brought back a captivating three-part series based on an Agatha Christie novel that has fans buzzing. Titled “Ordeal by Innocence,” this 2018 drama has garnered acclaim, with viewers calling it “the best adaptation in recent memory.” Plot Overview The series follows the affluent Argyll family after the murder of Rachel …",200,
https://www.mercurynews.com/2025/12/31/concord-two-shot-dead-home/,Two found fatally shot at Concord home – The Mercury News,"Two people were found fatally shot in a Concord home Wednesday morning and a suspect was arrested, police said.",200,
https://wltribune.com/2025/12/31/1-taken-into-custody-1-assaulted-in-fort-st-john-home-invasion/,"1 taken into custody, 1 assaulted in Fort St. John home invasion | Williams Lake Tribune",RCMP say the suspect and victim are known to police,200,
https://www.hamhigh.co.uk/news/25733318.primrose-hill-fences-anger-visitors-ahead-new-years-eve/,Primrose Hill fences anger visitors ahead of New Year's Eve | Ham & High,Primrose Hill closed for London New Year’s Eve fireworks amid safety fears after last year’s fatal stabbing. Met Police urge public to attend…,200,
https://www.eadt.co.uk/news/national/25733287.man-charged-murder-car-hit-pedestrians/,Man charged with murder after car hit pedestrians | East Anglian Daily Times,The incident occurred in Willesden on December 3.,200,
https://www.brandonsun.com/national/2025/12/31/young-girl-identified-as-victim-who-died-after-shootout-involving-police-in-nunavik,Young girl identified as victim who died after shootout involving police in Nunavik – Brandon Sun,"Breaking News, Sports, Manitoba, Canada",200,
https://wkjc.com/politics/6b57bedd5b89a7ba778301a32c069ac2,,,404,bad_status:404
https://toronto.citynews.ca/2025/12/31/toronto-man-charged-by-police-after-allegedly-waving-knives-on-board-ttc-subway-train/,Toronto man charged by police after allegedly waving knives on board TTC subway train,Toronto police officers say the incident happened on Dec. 11 at around 2:30 p.m. They say it started on TTC property at Yorkdale.,200,
https://wltribune.com/2025/12/31/letter-williams-lake-association-for-community-living-grateful-for-donation/,LETTER: Williams Lake Association for Community Living grateful for donation | Williams Lake Tribune,Email your letters to editor@wltribune.com,200,
https://www.wknofm.org/2025-12-31/meet-five-new-species-discovered-in-2025,Meet five new species discovered in 2025 | WKNO FM,"A bumpy snailfish, Andean mouse opossum and ancient sea cow were just some of the many species described in 2025.",200,
https://www.spokesman.com/stories/2025/dec/31/tucked-away-in-a-downtown-chicago-office-building-/,"Tucked away in a downtown Chicago office building, fallen e-commerce star Groupon is ready for a comeback","Inside Groupon’s 2-year-old headquarters on the 25th floor of the Leo Burnett Building in downtown Chicago, a giant cat in a spaceship with flashing lights greets visitors in an otherwise staid office tower.",200,
https://www.delcotimes.com/2025/12/31/congress-jack-smith-deposition/,"Capitol riot ‘does not happen’ without Trump, Jack Smith told Congress",The Dec. 17 deposition was held privately despite Smith’s request to testify publicly.,200,
https://www.express.co.uk/news/uk/2152312/home-secretary-fight-europe-shamima-begum,Home Secretary vows to 'put UK first' and fight Europe over Shamima Begum's citizenship | UK | News | Express.co.uk,European judges have been pressing Britain over the decision to strip Begum of her citizenship.,200,
https://www.dailyecho.co.uk/news/national/25733393.mahmood-ready-robustly-defend-begum-citizenship-decision-european-judges/,Mahmood ready to ‘robustly defend’ Begum citizenship decision to European judges | Daily Echo,The European Court of Human Rights has demanded answers from Britain over the decision.,200,
https://sofrep.com/news/sofrep-daily-2025-dec-31-pm/,"Evening Brief: US Navy Restores Twice-Yearly Fitness Tests, Israeli Bulldozers Level West Bank Homes, Russian Drone Strikes Hit Odesa | SOFREP",Navy boosts fitness rules as global crises escalate from Gaza to Darfur. Here’s what’s making headlines this Wednesday evening.,200,
https://radaronline.com/p/queen-camilla-assault-confession-fought-off-stranger-on-train/,Queen Camilla’s Assault Confession About ‘Fighting Off’ Attacker on Train,"Queen Camilla reveled she was attacked by a stranger while riding a train as a teen, as she got 'angry' and fought him off.",200,
https://www.chathamdailynews.ca:443/news/local-news/port-dover-man-charged-with-indecent-exposure-police,Port Dover man charged with indecent exposure | Chatham Daily News,"Plus, an Oxford OPP officer was assaulted in Tillsonburg; Woodstock man charged following single-vehicle collision on Highway 59",200,
https://www.bostonglobe.com/2025/12/31/nation/jack-smith-house-judiciary-committee/,"Capitol riot ‘does not happen’ without Trump, Jack Smith told Congress",The Republican-led House Judiciary Committee released a transcript and video of a closed-door interview Smith gave about two investigations of President Trump.,200,
https://www.ibtimes.com/ice-reportedly-planning-spend-100-million-one-year-recruit-military-enthusiasts-3794117,ICE Reportedly Planning To Spend $100 Million In One Year To Recruit Military Enthusiasts | IBTimes,"Immigration and Customs Enforcement (ICE) is reportedly planning to spend $100 million in one year to recruit more agents, specifically targeting gun-rights supporters and military enthusiasts,",200,
https://thefrontierpost.com/european-human-rights-court-questions-uk-decision-to-strip-shamima-begum-of-citizenship/,European human rights court questions UK decision to strip Shamima Begum of citizenship – The Frontier Post,"LONDON: The European court of human rights has questioned the UK government over its 2019 decision to remove Shamima Begum’s British citizenship.



Lawyers i",200,
https://thefrontierpost.com/macron-says-allies-will-make-commitments-on-protecting-ukraine-at-jan-6-meeting/,Macron says allies will make commitments on protecting Ukraine at Jan 6 meeting – The Frontier Post,PARIS (Reuters): European capitals and ​allies meeting in Paris on January 6 will make firm ‌commitments ‌toward protecting ‌Ukraine ⁠after ​any ‌,200,
https://www.jamaicaobserver.com/2025/12/31/trump-says-pulling-national-guard-chicago-la-portland/,"Trump says pulling National Guard from Chicago, LA, Portland - Jamaica Observer","WASHINGTON, United States (AFP)—President Donald Trump said Wednesday he was withdrawing National Guard troops from Chicago, Los Angeles and Portland, following a series of legal setbacks over his military deployments in US cities. The Republican president sent troops into the three cities run by Democrats for what he said was a crackdown on illegal immigration and crime in the first year of his second term in the White House. Local...",200,
https://www.jamaicaobserver.com/2025/12/31/jamaica-receives-us300000-recovery-assistance-republic-korea/,"Jamaica receives US$300,000 in recovery assistance from Republic of Korea - Jamaica Observer","KINGSTON, Jamaica—The Republic of Korea has donated US$300,000 to support Jamaica’s recovery efforts following Hurricane Melissa. The contribution was formally handed over during a ceremony held recently at the Ministry of Foreign Affairs and Foreign Trade offices in downtown Kingston. In her remarks, Minister of Foreign Affairs and Foreign Trade, Senator Kamina Johnson Smith, expressed appreciation for the assistance. “It is a great pleasure to extend, on behalf of the...",200,
