url,source_title,disruption_type,event_date,publish_date,location_name,duration_hours,extras,confidence
https://www.globaltimes.cn/page/202601/1352004.shtml,Chinese Embassy in Australia urges Canberra to abide by political commitments on Taiwan,unknown,,,,,{},0.0
https://www.jamaicaobserver.com/2026/01/01/residents-protest-new-years-killing-granville/,Residents protest New Year’s triple killing in Granville,unknown,,2026-01-01T15:37:53+00:00,,,{},0.0
https://magyarnemzet.hu/english/2026/01/strategic-alliance-for-peace-viktor-orban-and-donald-trumps-role-in-global-affairs,Strategic Alliance for Peace: Viktor Orban and Donald Trump’s Role in Global Affairs,unknown,,2026-01-01T12:03:55+00:00,,,{},0.0
https://aninews.in/news/world/middle-east/violent-protests-erupt-across-iran-over-worsening-economic-conditions20260102005313/,,labour_strike,2026-01-02,2026-01-01T19:23:13.416443+00:00,Iran,,{},0.65
https://www.cbc.bb/news/international-news/protest-in-iran-turns-deadly/,Protest in Iran turns deadly,unknown,,2026-01-01T16:37:04+00:00,,,{},0.0
https://www.tribuneindia.com/news/india/no-china-role-in-truce-with-pak-says-india-as-oppn-targets-govt/,"No China role in truce with Pak, says India as Opposition targets govt",unknown,,2025-12-31T20:30:57+00:00,,,{},0.0
https://nationalpost.com/opinion/opinion-canada-can-no-longer-ignore-its-violent-jihadist-extremism-problem,,unknown,,2026-01-01T11:00:31+00:00,,,{},0.0
https://www.taipeitimes.com/News/biz/archives/2026/01/02/2003849892,Australia ‘disappointed’ with China’s beef tariffs,tariffs,,2026-01-01T16:00:00+00:00,China,,"{'tariff_rate': 55, 'affected_trade_value': 'over A$1 billion'}",0.9
https://www.mangalorean.com/ktaka-bjp-announces-protest-on-jan-5-in-bluru-over-house-allotment-to-encroachers/,K’taka BJP announces protest on Jan 5 in B’luru over house allotment to encroachers,unknown,,2026-01-01T14:31:57+00:00,,,{},0.0
https://nypost.com/2026/01/01/business/trump-administration-set-to-drastically-cut-planned-italian-pasta-tariffs/,Trump administration set to drastically cut planned Italian pasta tariffs,tariffs,,2026-01-01T20:13:19+00:00,United States,,"{'tariff_rate': {'proposed_overall_percent': 107.0, 'initial_additional_percent': 92.0, 'baseline_percent': 15.0, 'revised_LaMolisana_percent': 2.26, 'revised_Garofalo_percent': 13.98, 'revised_other_companies_percent': 9.09}, 'affected_products_count': 13, 'affected_trade_value': 800000000}",0.9
https://www.theherald.co.za/news/2026-01-01-severe-thunderstorms-forecast-for-most-of-sa-as-the-country-crosses-over-to-2026/,Severe thunderstorms forecast for most of SA as the country crosses over to 2026,flood,2026-01-01,2026-01-01T06:17:08.040000+00:00,"Most parts of South Africa (notably Mpumalanga, Limpopo, KwaZulu-Natal, Gauteng, Eastern Cape, Western Cape, Free State, North West; including Polokwane, Mbombela, Mthatha, Ermelo)",,{'rainfall_intensity': 'heavy downpours'},0.85
http://www.rightspeak.net/2026/01/143-c-clashes-in-f-line-27-in-pokrovsk.html,"RIGHT SPEAK: 120 C-Clashes in F-Line: 27 in Pokrovsk Dir, 16 in Kostiantynivka Dir, 14 in Huliaipole Dir; US: UKR Didn’t Target Putin, CIA Says It Never Happened; US Held Talks with UKR, EUR on Next S",unknown,,2026-01-14T00:00:00+00:00,,,{},0.0
https://www.freepressjournal.in/mumbai/gig-workers-accuse-delivery-platforms-of-profiting-from-new-year-rush-while-ignoring-safety-pay-and-dialogue-demands,"Gig Workers Accuse Delivery Platforms Of Profiting From New Year Rush While Ignoring Safety, Pay And Dialogue Demands",labour_strike,,2026-01-01T16:38:00+00:00,India (22 cities including Mumbai and Delhi),,{},0.8
https://www.channelnewsasia.com/world/fresh-clashes-kill-six-in-iran-cost-living-protests-5772671,,unknown,,,,,{},0.0
https://www.livemint.com/economy/india-gig-workers-new-year-eve-strike-swiggy-zomato-incentives-pay-11767260042001.html,"Gig workers’ New Year’s Eve strike fizzles as Swiggy, Zomato roll out incentives",labour_strike,2023-12-31,2026-01-01T11:40:03+00:00,India,,{},0.85
https://www.spacewar.com/reports/China_slams_countries_that_criticised_Taiwan_drills_as_irresponsible_999.html,China slams countries that criticised Taiwan drills as 'irresponsible',unknown,,,,,{},0.0
https://www.dundalkdemocrat.ie/news/local-news/1977715/interim-flood-relief-measures-planned-for-dundalk-and-blackrock.html,Interim flood relief measures planned for Dundalk and Blackrock,flood,,2026-01-01T13:00:12+00:00,"Dundalk and Blackrock, County Louth",,{},0.85
https://www.ncr-iran.org/en/ncri-statements/statement-iran-protest/irans-nationwide-uprising-enters-fifth-day-with-protests-street-clashes-in-cities-and-universities/,"Iran’s Nationwide Uprising Enters Fifth Day with Protests, Street Clashes in Cities and Universities",labour_strike,2026-01-01,2026-01-01T19:30:04+00:00,"Tehran, District 19 fruit and vegetable market",,{},0.8
https://www.helsinkitimes.fi/finland/finland-news/domestic/28371-customs-sanctioned-steel-cargo-found-on-fitburg-ship.html,,unknown,,,,,{},0.0
https://www.kpbs.org/news/environment/2025/12/31/king-tides-this-weekend-in-san-diego-will-give-a-preview-of-rising-oceans,King Tides this weekend in San Diego will give a preview of rising oceans,flood,2025-12-31,2026-01-01T01:35:33.128000+00:00,San Diego (Mission Bay / Rose Creek),,{'rainfall_intensity': 'a lot of rain'},0.8
https://www.bssnews.net/others/346848,Eight fishermen rescued along with drifting fishing boat,unknown,,,,,{},0.0
https://www.globalsecurity.org/wmd/library/news/taiwan/2025/taiwan-251231-cna01.htm,"EU, UK, Philippines express concern over China's latest drills",unknown,,,,,{},0.0
https://www.cbc.ca/news/canada/british-columbia/avalanche-death-tumbler-ridge-bc-9.7031829,"Snowmobiler dies in avalanche in the Rocky Mountains near Tumbler Ridge, B.C.",landslide,,2026-01-01T20:52:58.451000+00:00,"Bullmoose area, near Tumbler Ridge, British Columbia, Canada",,{'slope_stability': 'persistent weak layer'},0.8
https://www.thestar.com.my/news/nation/2026/01/01/metmalaysia-issues-thunderstorm-warning-for-selangor,MetMalaysia issues thunderstorm warning for Selangor,flood,2026-01-01,2026-01-01T12:42:00+00:00,"Selangor (Klang, Gombak, Petaling, Kuala Langat, Hulu Langat, Sepang), Kuala Lumpur, Putrajaya",6.0,{'rainfall_intensity': 'exceeding 20 mm per hour'},0.8
https://island.lk/a-national-post-cyclone-reflection-period-ii/,A national post-cyclone reflection period? – II,cyclone_hurricane,,2025-12-31T21:10:00+00:00,Sri Lanka,,{},0.9
https://www.2gb.com/australian-meat-industry-hits-out-at-potential-billion-dollar-cut-to-producers/,Australian Meat Industry hits out at potential billion-dollar cut to producers,tariffs,,2025-12-31T23:04:12+00:00,China,,{'tariff_rate': 55},0.9
https://www.mymcmedia.org/upcounty-rallies-to-protest-year-5-without-whites-ferry/,Upcounty rallies to protest year 5 without White’s Ferry,unknown,,2026-01-01T16:08:57+00:00,,,{},0.0
https://www.pressenza.com/2026/01/tensions-escalate-over-military-presence-at-border-crisis-deepens-around-chickens-neck/,Tensions Escalate Over Military Presence at the Border: Crisis Deepens Around ‘Chicken’s Neck’,unknown,,2026-01-01T08:12:15+00:00,,,{},0.0
https://tribune.com.pk/story/2584983/seven-dead-96-rescued-after-migrant-boat-capsizes-gambia-says,"Seven dead, 96 rescued after migrant boat capsizes, Gambia says",unknown,,2026-01-01T19:09:21+00:00,,,{},0.0
https://www.newkerala.com/news/a/exercise-desert-cyclone-ii-culminates-al-hamra-strengthening-india-uae-defence-152.htm,India-UAE Desert Cyclone-II Exercise Culminates at Al-Hamra,unknown,,2026-01-01T02:15:31+00:00,,,{},0.0
https://www.firstpost.com/world/us-condemns-chinas-taiwan-war-games-urges-beijing-to-cease-its-military-pressure-13964655.html,"US condemns China’s Taiwan war games, urges Beijing to 'cease its military pressure' – Firstpost",trade_embargo,,2026-01-01T19:08:41+00:00,Taiwan (main ports / Taiwan Strait),,{},0.7
https://www.pbs.org/newshour/show/azerbaijan-armenia-peace-plan-hinges-on-narrow-strip-of-land-along-iran-border,Azerbaijan-Armenia peace plan hinges on narrow strip of land along Iran border,unknown,,2025-12-31T23:35:01+00:00,,,{},0.0
https://starofmysore.com/vishwakarma-amarashilpi-jakanachari-samsmarana-day-protest-erupts-over-absence-of-elected-representatives/,Vishwakarma Amarashilpi Jakanachari Samsmarana Day: Protest erupts over absence of elected representatives,unknown,,2026-01-01T13:14:00+00:00,,,{},0.0
https://www.dailyexcelsior.com/farooq-for-peaceful-relations-with-neighbouring-countries/,Farooq for peaceful relations with neighbouring countries,unknown,,2026-01-01T22:55:19+00:00,,,{},0.0
https://www.el-balad.com/6809217,Democrat Urges Trump to Renew Affordable Care Act Subsidies,unknown,,2026-01-02T00:31:04+00:00,,,{},0.0
https://www.gdnonline.com:443/Details/1372335/Finland-seizes-ship-sailing-from-Russia-after-suspected-cable-sabotage-in-Baltic-Sea,World News: Finland seizes ship sailing from Russia after suspected cable sabotage in Baltic Sea,unknown,,2017-12-05T03:29:21+00:00,,,{},0.0
https://business.scoop.co.nz/2026/01/01/china-beef-safeguards-unlikely-to-restrict-new-zealand-exports/,,trade_embargo,2026-01-01,,China,26280.0,{},0.85
https://www.aa.com.tr/en/middle-east/5-killed-as-protests-erupt-in-iran/3787232,5 killed as protests erupt in Iran,unknown,,,,,{},0.0
https://www.perthnow.com.au/news/politics/blow-to-australian-beef-producers-as-china-hikes-tariff-c-21177533,Blow to Australian beef producers as China hikes tariff,tariffs,2026-01-01,2026-01-01T05:25:35+00:00,China,,"{'tariff_rate': 55, 'affected_trade_value': '>1000000000'}",0.9
https://www.middleeasteye.net/news/how-saudi-uae-tensions-could-reshape-regional-alignments-2026,How Saudi-UAE tensions could reshape regional alignments in 2026,unknown,,,,,{},0.0
https://www.oregonlive.com/health/2025/12/legacy-health-striking-clinicians-reach-second-tentative-deal-to-end-walkout.html,"Legacy Health, striking clinicians reach second tentative deal to end walkout",labour_strike,2025-12-02,2025-12-31T22:25:40.693000+00:00,Legacy Health hospitals and clinics in Oregon and southwest Washington,,{'strike_vote_result': 'Workers voted overwhelmingly to reject a pact reached last week; now voting on whether to ratify the new agreement'},0.9
