disruption_type,event_date,publish_date,location_name,urls,num_articles,source_title,duration_hours,extras,evidence,confidence,method,url
trade_embargo,,,China,['https://www.businesstimes.com.sg/international/global/south-korea-president-lee-arrives-china-amid-rising-regional-tensions'],1.0,South Korea President Lee arrives in China amid rising regional tensions,,{},[],0.8,[],
labour_strike,2026-01-10,2026-01-03 19:23:29,India,"['https://dailypioneer.com/news/shivraj-chouhan-attacks-congress-over-mnrega-protests', 'https://kashmirreader.com/2026/01/04/cong-to-launch-nationwide-mgnrega-bachao-sangram-against-g-ram-g-act/', 'https://nagalandpost.com/restore-mgnrega-as-a-rights-based-law-kharge/']",3.0,Cong to launch nationwide ‘MGNREGA Bachao Sangram’ against G RAM G Act,,{},[],0.85,[],
labour_strike,,,"Farmgate intersection, Dhaka, Bangladesh",['https://www.thedailystar.net/news/bangladesh/news/tejgaon-college-students-block-farmgate-seeking-justice-slain-peer-4072751'],1.0,Tejgaon College students block Farmgate seeking justice for slain peer,,{},[],0.75,[],
mine_accident,2026-01-04,2026-01-04 07:00:26,"Gopalpur village (near Motanga police station), Dhenkanal district, Odisha, India","['https://www.india.com/news/odisha-stone-mine-blast-several-feared-dead-after-massive-explosion-at-stone-quarry-in-dhenkanal-rescue-operation-underway-8255240/', 'https://www.news18.com/india/several-people-feared-dead-in-rock-collapse-in-stone-quarry-in-odishas-dhenkanal-ws-kl-9808571.html']",2.0,"Odisha Stone Mine Blast: Several feared dead after massive explosion at stone quarry in Dhenkanal, rescue operation underway",,"{'fatalities': ['several feared dead', 2]}",[],0.9,[],
drought,,2026-01-04 12:28:01,Almatti dam (Karnataka) / Telangana (Krishna river water sharing),['https://www.deccanchronicle.com/southern-states/telangana/kavitha-slams-brs-for-assembly-boycott-flags-krishna-water-issue-1928243'],1.0,"Kavitha Slams BRS For Assembly Boycott, Flags Krishna Water Issue",,{'reservoir_level': 'nearly 100 TMC ft loss'},[],0.75,[],
mine_accident,,,"Dhenkanal district, Odisha, India",['http://www.bignewsnetwork.com/news/278789870/2-dead-many-trapped-in-stone-quarry-collapse-in-e-india'],1.0,"2 dead, many trapped in stone quarry collapse in E. India",,{'fatalities': 2},[],0.8,[],
flood,,2026-01-04 00:59:28,"16 Avenue, Montgomery/Bowness, Calgary, Alberta",['https://calgarysun.com/news/local-news/0104-water-woes'],1.0,,,{},[],0.9,[],
labour_strike,2023-12-28,2026-01-04 17:28:36,"Tehran bazaar, Tehran, Iran","['https://nationalpost.com/news/world/iran-protesters-cost-of-living-human-rights', 'https://tribune.com.pk/story/2585544/iran-protests-enter-2nd-week']",2.0,Iran protests enter 2nd week,,{},[],0.75,[],
flood,2026-01-04,2026-01-04 23:41:30,"California (Marin, Sonoma, Alameda, San Mateo, San Francisco, Santa Barbara counties)","['https://abc7news.com/post/been-insane-king-tides-storms-bring-4th-day-flooding-marin-county/18358192/', 'https://www.el-balad.com/6812973', 'https://www.nbcsandiego.com/news/local/san-diego-prepares-for-more-rain-early-monday/3955706/', 'https://www.newser.com/story/381381/california-clears-roads-after-king-tides.html', 'https://www.theguardian.com/us-news/2026/jan/04/rain-flooding-california-bay-area']",5.0,"'It's been insane': King Tides, storms bring 4th day of flooding to Marin County",,"{'rainfall_intensity': ['up to 3 inches possible through Monday night; parts of Santa Barbara County received more than 4 inches over two days', 'up to 3 in (7.6 cm) possible through Monday night; parts of Santa Barbara received more than 4 in over two days', {'overnight_inch': 0.5, 'two_day_totals_inch': {'PALOMAR': 3.02, 'CARLSBAD': 1.49, 'JULIAN': 1.36, 'FALLBROOK': 1.12, 'OCEANSIDE': 0.94, 'VISTA': 0.87, 'POWAY': 0.87, 'SANTEE': 0.79, 'PINE VALLEY': 0.77, 'LA MESA': 0.7, 'KEARNY MESA': 0.54, 'ESCONDIDO': 0.53, 'RANCHO BERNARDO': 0.5, 'CHULA VISTA': 0.46, 'ENCINITAS': 0.33}}, 'heavy'], 'rainfall_anomaly': ['Nearly 14 inches since Oct 1 vs ~4 inches average for this time of year (more than 3x)', 'San Diego had already surpassed its average rainfall totals for the entire month of January prior to the most recent rainfall']}",[],0.9,[],
trade_embargo,,,Venezuela (Caracas and territorial waters),['https://www.aa.com.tr/en/americas/factbox-what-to-know-about-us-strike-on-venezuela-and-capture-of-president-nicolas-maduro/3789203'],1.0,FACTBOX - What to know about US strike on Venezuela and capture of President Nicolas Maduro,,{},[],0.8,[],
mine_collapse,2026-01-02,2026-01-04 00:00:00,"Curragh mine complex, central Queensland, Australia",['https://english.news.cn/20260104/363ad519f0464fb491fb3ee2eceea485/c.html'],1.0,Worker dies in northeast Australian mine collapse,,{},[],0.9,[],
trade_embargo,,2026-01-04 04:49:42,North Atlantic between Scotland and Iceland (UK-Iceland-Greenland gap),"['https://komonews.com/news/nation-world/us-begins-operation-to-seize-sanctioned-venezuela-linked-oil-tanker-bella-1-after-weeks-of-pursuit-reports-north-atlantic-caribbean-sea-russian-flag-shadow-fleet', 'https://www.independent.co.uk/news/world/europe/us-russia-trump-putin-oil-tanker-marinera-venezuela-b2896247.html', 'https://www.naijanews.com/2026/01/04/mali-burkina-faso-join-african-countries-barring-us-citizens-over-trump-visa-ban/', 'https://www.perthnow.com.au/news/world/australia-seeking-details-after-us-seizes-alleged-russian-shadow-fleet-ships-c-21242850', 'https://www.thenational.scot/news/25747206.uk-aircraft-involved-us-military-russian-oil-tanker-chase/', 'https://www.thenational.scot/news/25747800.british-armed-forces-involved-us-seizure-russian-flagged-tanker/']",6.0,"Mali, Burkina Faso Join African Countries Barring US Citizens Over Trump Visa Ban",,{'sanction_count': 4},[],0.85,[],
trade_embargo,,2026-04-01 00:00:00,southern Yemen (Aden and Hadramout),['https://www.middle-east-online.com/en/yemen%E2%80%99s-stc-welcomes-call-dialogue-amid-rapid-military-reversal'],1.0,,,{},[],0.8,[],
trade_embargo,2024-01-01,2026-01-04 03:17:00,"Aden airport, Aden, Yemen",['https://www.straitstimes.com/world/middle-east/yemens-southern-separatists-welcome-saudi-call-for-dialogue-amid-saudi-uae-rift'],1.0,Yemen’s southern separatists welcome Saudi call for dialogue amid Saudi-UAE rift,,{},[],0.75,[],
labour_strike,,,"Tehran bazaar, Tehran, Iran",['https://news.az/news/irans-revolutionary-guards-fire-on-protesters-killing-four'],1.0,"Iran’s Revolutionary Guards fire on protesters, killing four",,{},[],0.7,[],
labour_strike,,,India,['https://dailypioneer.com/news/congress-to-launch-nationwide-mgnrega-bachao-sangram'],1.0,Congress Launches Nationwide ‘MGNREGA Bachao Sangram’ to Oppose VB G-RAM-G Act,,{},[],0.7,[],
flood,2026-01-04,2026-01-04 09:56:04,"Nanga Lemai B station, Sibu",['https://www.theborneopost.com/2026/01/04/nanga-lemai-b-water-level-breaches-danger-mark-as-flood-monitoring-continues-in-sibu/'],1.0,Nanga Lemai B water level breaches danger mark as flood monitoring continues in Sibu,,{},[],0.9,[],
trade_embargo,,2026-01-04 20:33:02,Rafah crossing (Gaza–Egypt),['https://www.odnako.org/trump-sees-netanyahu-and-warns-hamas-if-he-doesnt-disarm-quickly-he-will-pay-a-high-price/'],1.0,Trump sees Netanyahu and warns Hamas: “If he doesn’t disarm quickly he will pay a high price”,,{},[],0.7,[],
flood,2026-01-03,2026-01-04 10:02:27,"Kota Kinabalu (Kolombong, Inanam, Menggatal)",['https://www.theborneopost.com/2026/01/04/iem-sabah-offers-technical-support-following-kk-floods/'],1.0,IEM Sabah offers technical support following KK floods,,{},[],0.9,[],
tariffs,2026-01-05,2026-01-05 05:01:00,United States (tariffs on imports from India),"['https://abovethelaw.com/2026/01/a-tariff-prediction-for-2026/', 'https://aninews.in/news/world/us/america-far-stronger-and-more-respected-trump-claims-us-will-soon-receive-600-billion-from-tariffs-hits-out-at-media20260106004105/', 'https://bakersfieldnow.com/news/nation-world/will-americans-benefit-from-a-rebuilt-venezuelan-oil-industry', 'https://dailythepatriot.com/pakistan-us-relations/', 'https://en.antaranews.com/news/398758/prabowotrump-expected-to-sign-indonesia-us-tariff-deal-by-january-end', 'https://hayspost.com/posts/42ff55b7-24a5-45fb-b909-f5aafce77447', 'https://ianslive.in/trump-defends-tariffs-as-national-security-tool--20260107043903', 'https://ianslive.in/trump-says-pm-modi-is-unhappy-with-him-due-to-tariff-seeks-early-apache-delivery--20260107002306', 'https://indianewengland.com/trump-says-modi-unhappy-over-tariffs-seeks-faster-delivery-of-apache-helicopters/', 'https://scroll.in/latest/1089762/indian-ambassador-said-new-delhi-is-buying-less-russian-oil-urged-trump-to-cut-tariffs-us-senator', 'https://tradeonlytoday.com/post-type-feature/global-trade-crosscurrents-in-motion/', 'https://www.aljazeera.com/economy/2026/1/6/us-supreme-court-expected-to-rule-on-tariffs-on-friday', 'https://www.brandonsun.com/national/2026/01/05/winnipeggers-stage-anti-u-s-protest', 'https://www.businesstoday.in/india/story/us-senator-lindsey-graham-claims-indian-envoy-sought-tariff-cuts-over-reduced-russian-oil-purchases-509398-2026-01-05', 'https://www.capitalfm.co.ke/news/2026/01/the-painful-questions-for-nato-and-the-eu-as-trump-threatens-greenland/', 'https://www.deccanchronicle.com/nation/politics/forced-hugs-did-little-good-congress-dig-at-govt-over-trump-tariff-threat-1928416', 'https://www.deccanchronicle.com/opinion/columnists/aakar-patel-china-us-how-the-great-rivalry-of-our-times-may-play-out-in-2026-1928510', 'https://www.deccanchronicle.com/trump-says-tariff-revenue-nears-600-billion-us-stronger-than-ever', 'https://www.eurasiareview.com/06012026-trump-frets-over-looming-supreme-court-decision-on-tariffs/', 'https://www.firstpost.com/india/all-he-wanted-to-talk-about-us-senator-claims-indian-envoy-sought-tariff-relief-over-russian-oil-cuts-13965608.html', 'https://www.foreignaffairs.com/united-states/transactional-trap', 'https://www.ghanaweb.com/GhanaHomePage/business/US-slashes-proposed-tariffs-on-Italian-pasta-imports-2016289', 'https://www.hospitalitynet.org/news/4130328.html', 'https://www.ibtimes.co.in/us-receive-over-600-billion-tariffs-says-trump-895454', 'https://www.livemint.com/economy/trump-aide-says-indian-envoy-asked-him-to-scrap-25-us-tariffs-claims-new-delhi-buying-less-russian-oil-11767590720550.html', 'https://www.marketscreener.com/news/us-tariffs-that-are-at-risk-of-court-ordered-refunds-exceed-133-5-billion-ce7e59dfde8bf724', 'https://www.newkerala.com/news/a/trump-says-pm-modi-unhappy-him-due-tariff-123.htm', 'https://www.newkerala.com/news/a/us-receive-600-bn-tariffs-trump-210.htm', 'https://www.newkerala.com/news/a/us-senator-lindsey-graham-claims-indian-envoy-sought-675.htm', 'https://www.news18.com/world/stronger-than-ever-trump-says-us-will-receive-over-600-billion-in-tariffs-9812136.html', 'https://www.nzherald.co.nz/world/goods-often-take-weeks-to-reach-us-ports-meaning-the-actual-tariffs-companies-paid-rose-slowly/premium/23BY57WOKNESJEROHW6KWYSE2A/', 'https://www.rawstory.com/trump-2674848450/', 'https://www.rediff.com/news/report/far-stronger-us-will-receive-600-bn-in-tariffs-says-trump/20260106.htm', 'https://www.rediff.com/news/report/indian-envoy-south-relief-from-tariffs-us-senator/20260105.htm', 'https://www.spotlightpa.org/news/2026/01/trump-venezuela-tariffs-congress-authority-fitzpatrick-federal-government/', 'https://www.theamericanconservative.com/trumps-defense-industrial-double-movement/']",36.0,'All he wanted to talk about…': US senator claims Indian envoy sought tariff relief over Russian oil cuts,,"{'tariff_rate': [50, 50, 14.1, {'India_percent': 50, 'Russian_oil_percent': 25}, 25, 25, 25, 25, 25, 19, 50, {'proposed_percent': 500, 'existing_percent': 25}, 50, 50, 50, '10%-50%; 40%; 25%', 50, {'preliminary_planned': 91.74, 'existing_eu_tariff': 15.0, 'revised_rates_range': [2.26, 13.98]}, {'2025-01_percent': 27.5, '2025-04_percent': 198.5}, 50, 25, [25, 20], 50, 15.0, 19], 'affected_trade_value': [600000000000, 600000000000, 600000000000, 600000000000, 133500000000, 650000000000]}",[],0.9,[],
trade_embargo,2025-10-12,,Torkham border crossing (between Pakistan and Afghanistan),"['https://aninews.in/news/world/asia/pakistan-protesters-demand-immediate-reopening-of-the-torkham-border20260105163002/', 'https://ianslive.in/business-leaders-of-pakistan-afghanistan-hold-talks-on-reopening-torkham-border-crossing--20260105143014', 'https://ianslive.in/people-hold-protest-in-pakistans-khyber-pakhtunkhwa-demanding-reopening-of-torkham-border--20260105130101']",3.0,People hold protest in Pakistan's Khyber Pakhtunkhwa demanding reopening of Torkham border,,{},[],0.9,[],
tariffs,2026-01-04,2026-01-05 00:00:00,India,"['http://www.econotimes.com/US-Warns-of-Higher-Tariffs-on-India-Over-Russian-Oil-Imports-as-Trade-Tensions-Persist-1730097', 'http://www.heraldglobe.com/news/278791567/is-india-foreign-policy-now-being-dictated-by-us-congress-after-trump-tariff-threat-over-russian-oil', 'https://aninews.in/news/national/politics/is-indias-foreign-policy-now-being-dictated-by-us-congress-after-trumps-tariff-threat-over-russian-oil20260105151035/', 'https://aninews.in/news/national/politics/more-options-you-have-more-you-are-protected-from-vagaries-of-any-one-country-shashi-tharoor-on-trumps-remarks-for-pm-modi20260107233051/', 'https://aninews.in/news/world/us/pm-modi-is-not-happy-with-me-trump-over-high-tariffs-imposed-on-india-for-purchasing-russian-oil20260106234107/', 'https://auto.economictimes.indiatimes.com/news/oil-and-lubes/india-must-end-russian-oil-ambiguity-as-tariffs-loom-gtri/126348569', 'https://ianslive.in/announcing-tariffs-for-purchasing-russian-oil-unfortunate-former-us-nsa-backs-closer-relationship-with-india--20260106125614', 'https://idrw.org/indian-envoy-urged-trump-to-relieve-tariffs-on-oil-imports-us-senator/', 'https://indianewengland.com/bolton-calls-tariffs-over-russian-oil-purchases-unfortunate-urges-stronger-u-s-india-ties/', 'https://kashmirreader.com/2026/01/06/modi-knew-i-wasnt-happy-we-can-raise-tariffs-very-quickly/', 'https://kathmandupost.com/world/2026/01/05/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases', 'https://nagalandpost.com/modi-knew-i-wasnt-happy-trump-on-indias-russian-oil-purchases/', 'https://newsindiatimes.com/pm-modi-knew-i-was-not-happy-trump-warns-of-more-tariffs-if-india-continues-russian-oil-import/', 'https://nripress.com/trump-and-senator-lindsey-graham-warns-about-500-tariffs-on-countries-like-india-who-continued-to-buy-russian-oil/', 'https://oilprice.com/Latest-Energy-News/World-News/Trump-Threatens-New-Tariffs-as-India-Continues-to-Buy-Russian-Oil.html', 'https://pakistankakhudahafiz.com/we-can-revise-tariffs-very-quickly-trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases/', 'https://paktribune.com/us-signals-tough-trade-stance-as-trump-warns-india-of-higher-tariffs-over-russian-oil-imports/', 'https://pragativadi.com/trump-threatens-to-raise-tariffs-on-india-over-oil-trade-with-russia-tensions-escalate-amid-ongoing-diplomatic-talks/', 'https://scroll.in/latest/1089817/pm-modi-not-that-happy-with-me-because-india-is-paying-a-lot-of-tariffs-says-trump', 'https://tribune.com.pk/story/2585605/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases', 'https://tribune.com.pk/story/2585893/sir-may-i-see-you-please-trump-jibes-at-modi-as-tariff-tensions-rise', 'https://www.centralchronicle.com/trump-warns-india-tariffs-can-rise-very-quickly-over-russian-oil-imports/', 'https://www.cnbc.com/2026/01/07/india-state-refiners-russian-oil-us-tariffs-ioc-bpcl-psu-mukesh-ambani-reliance-trump.html', 'https://www.dailyexcelsior.com/us-senator-claims-indian-envoy-asked-him-to-convey-to-trump-to-relieve-tariffs/', 'https://www.dailysabah.com/business/energy/trump-again-warns-india-of-higher-tariffs-over-russian-oil-purchases', 'https://www.firstpost.com/world/trump-pm-modi-relationship-us-india-tariffs-50-per-cent-13966217.html', 'https://www.firstpost.com/world/trump-threatens-to-raise-tariffs-on-india-if-it-doesnt-resolve-russian-oil-issue-13965528.html', 'https://www.freepressjournal.in/world/a-very-good-man-us-president-donald-trump-praises-pm-modi-for-reducing-russian-oil-imports-amid-us-tariff-pressure', 'https://www.gulte.com/overseas/390242/modi-knew-i-wasnt-happy-trump-warns-india-of-more-tariffs', 'https://www.heraldgoa.in/globe-nation/trump-warns-india-of-higher-tariffs-over-russian-oil-imports-says-pm-modi-aimed-to-keep-him-happy/459486/', 'https://www.hindustantimes.com/india-news/fresh-warning-to-friendly-ties-trump-latest-remarks-amid-50-percent-tariffs-on-india-modi-not-happy-with-me-101767747408666.html', 'https://www.hindustantimes.com/india-news/india-tariffs-increase-donald-trump-russian-oil-trade-pm-modi-vladimir-putin-ukraine-101767575741209.html', 'https://www.hindustantimes.com/india-news/trump-says-pm-modi-not-happy-with-tariffs-despite-their-good-relationship-101767728220369.html', 'https://www.independent.co.uk/asia/india/donald-trump-narendra-modi-tariffs-india-b2894498.html', 'https://www.indiablooms.com/news/donald-trump-says-pm-modi-unhappy-over-us-tariffs-linked-to-russian-oil-purchases/details', 'https://www.indiablooms.com/world/modi-is-a-good-guy-says-trump-then-comes-the-tariff-threat-over-russian-oil/details', 'https://www.livemint.com/news/india/pm-modi-not-happy-with-me-says-trump-in-address-to-house-republicans-amid-tariff-pressure-on-india-11767729455612.html', 'https://www.livemint.com/news/us-news/donald-trump-threatens-new-raise-tariffs-against-india-on-russia-oil-issue-report-pm-modi-wants-to-make-me-happy-trade-11767578199390.html', 'https://www.livemint.com/news/us-news/trump-threatens-multiple-countries-after-maduro-s-capture-warns-colombia-cuba-greenland-mexico-and-iran-11767612736082.html', 'https://www.livemint.com/opinion/online-views/mint-quick-edit-donald-trump-india-oil-imports-trade-negotiators-russia-11767632445029.html', 'https://www.marketscreener.com/news/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases-ce7e59d9d08cff24', 'https://www.naturalnews.com/2026-01-06-donald-trump-threatens-tariff-hike-against-india.html', 'https://www.newkerala.com/news/a/india-provided-best-offer-us-ball-now-their-167.htm', 'https://www.newkerala.com/news/a/pm-modi-not-happy-me-trump-over-high-791.htm', 'https://www.newkerala.com/news/a/tariff-threat-over-russian-oil-puts-india-crossroads-223.htm', 'https://www.newkerala.com/news/a/trump-highlights-india-us-defence-cooperation-cites-apache-helicopter-809.htm', 'https://www.news18.com/india/donald-trump-warns-raising-tariff-on-india-russia-oil-imports-washington-could-raise-tariff-very-quickly-9809585.html', 'https://www.orissapost.com/cpi-protests-us-aggression-against-venezuela/', 'https://www.pakistantoday.com.pk/2026/01/05/we-can-revise-tariffs-very-quickly-trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases/', 'https://www.rediff.com/news/report/modi-knew-i-wasnt-happy-and-trump/20260105.htm', 'https://www.straitstimes.com/asia/south-asia/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases', 'https://www.thestar.com.my/business/business-news/2026/01/05/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases', 'https://www.tribuneindia.com/news/india/forced-hugs-social-media-posts-hailing-trump-have-done-very-little-good-congs-dig-at-govt/', 'https://www.tribuneindia.com/news/india/india-cut-import-of-russian-oil-to-please-me-for-trade-trump/']",54.0,"Trump Warns India of Higher Tariffs Over Russian Oil Imports, Says PM Modi Aimed to ‘Keep Him Happy’ – 5 January 2026",,"{'tariff_rate': [50, 50, 'up to 50% (existing US tariffs); 25% linked to Russian crude purchases; proposals of up to 500% mentioned', 50, 50, {'current_percent': 50, 'linked_to_russian_crude_percent': 25, 'proposed_max_percent': 500}, [50, 500], 25, 50, 50, 50, 25, 50, 50.0, 50, [10, 25, 50], 25, 500, 25, 50, [50, 25, 500], {'proposed_levy_percent': 500, 'mentioned_existing_percent': 25}, 50, [500, 25], 50, 25, ""50% (includes a 25% tax linked to India's purchases of Russian oil)"", 50, {'general_percent': 50, 'russian_oil_percent': 25}, '50% (general); 25% on purchases of Russian oil', [25, 500], 50, 'up to 500%', 50, 'initial 25% and additional 25%', 50, 25, 50, 50, 50, 50, 25, 50, 25], 'affected_trade_value': {'period_start_usd': 8800000000, 'period_end_usd': 5500000000, 'note': 'Indian exports to the US between May and September 2025 (as reported)'}}",[],0.9,[],
tariffs,,,"United States (affecting imports from Canada, China, Mexico and most countries)",['http://www.europesun.com/news/278788330/some-us-supreme-court-justices-not-enthused-by-trump-s-tariffs'],1.0,Some US Supreme Court justices not enthused by Trump’s tariffs,,{'affected_trade_value': 3000000000000},[],0.9,[],
flood,2026-01-06,2026-01-05 19:51:37,"Limpopo, Mpumalanga, parts of KwaZulu-Natal, eastern Free State and south western North West, South Africa","['https://allafrica.com/stories/202601060419.html', 'https://en.antaranews.com/news/398812/emergency-declared-after-flash-floods-hit-north-sulawesi-islands', 'https://en.vietnamplus.vn/flash-floods-kill-at-least-14-in-indonesia-post335469.vnp', 'https://news24online.com/world/16-killed-several-displaced-as-deadly-flash-floods-hit-indonesia-what-exactly-happened/703601/', 'https://newstodaynet.com/2026/01/07/flash-floods-in-indonesia-kill-16-destroy-homes/', 'https://punchng.com/flood-kills-16-displaces-hundreds-in-indonesia/', 'https://www.abc.net.au/news/2026-01-06/naus_pmfloodfunding_0601/106204408', 'https://www.abc.net.au/news/2026-01-06/northwest-queensland-flooding-continues-as-low-approaches-coast/106201374', 'https://www.asiaone.com:443/asia/flash-floods-indonesias-north-sulawesi-kill-14-4-still-missing', 'https://www.blayneychronicle.com.au/story/9145831/cyclone-threat-for-flood-zone-as-federal-aid-unveiled/', 'https://www.bluemountainsgazette.com.au/story/9145831/albanese-to-visit-flood-zone-as-farmers-count-losses/', 'https://www.bluemountainsgazette.com.au/story/9145831/cyclone-threat-for-flood-zone-as-federal-aid-unveiled/', 'https://www.bordermail.com.au/story/9145831/albanese-to-visit-flood-zone-as-farmers-count-losses/', 'https://www.bunburymail.com.au/story/9145831/albanese-to-visit-flood-zone-as-farmers-count-losses/', 'https://www.northqueenslandregister.com.au/story/9146270/boost-for-flood-hit-cloncurry-38m-recovery-plan-unveiled/', 'https://www.northqueenslandregister.com.au/story/9146967/flood-recovery-in-north-west-queensland-at-risk/', 'https://www.northweststar.com.au/story/9146796/flood-recovery-aid-announced-by-albanese-in-cloncurry/', 'https://www.nynganobserver.com.au/story/9145831/albanese-to-visit-flood-zone-as-farmers-count-losses/', 'https://www.perthnow.com.au/news/three-men-stranded-in-queensland-floodwaters-rescued-by-helicopter-crew-based-500km-away-c-21226675', 'https://www.queenslandcountrylife.com.au/story/9147044/julia-creek-care-centre-reopens-overcoming-flood-isolation/', 'https://www.southcoastregister.com.au/story/9145831/millions-of-dollars-to-help-farmers-wiped-out-by-floods/', 'https://www.thesouthafrican.com/news/weather/weather-heavy-rain-and-severe-storms-set-to-hit/', 'https://www.thesouthafrican.com/news/weather/weather-thunderstorm-warnings-issued-for-these-provinces/']",23.0,"16 killed, several displaced as deadly flash floods hit Indonesia, what exactly happened?",,"{'rainfall_intensity': ['up to 50 millimetres (forecast)', 'heavy-intensity rain', 159, 'heavy downpours', 'heavy/intense monsoon rain over several days', 'heavy rain', 'heavy downpours / heavy rainfall', 'days of heavy monsoon rain', 'heavy', 'heavy', 'heavy'], 'soil_saturation': ['waterlogged', 'waterlogged', 'waterlogged', 'waterlogged', 'soils waterlogged; saturated catchments', 'waterlogged', 'waterlogged'], 'river_discharge': [""river's water flow surged suddenly"", 'rivers burst their banks', 'overflow']}",[],0.9,[],
cyclone_hurricane,,2026-01-05 04:49:31,"Queensland North Tropical Coast (from north of Hope Vale to Hamilton Island; includes Cairns, Townsville, Whitsundays)","['https://www.abc.net.au/news/2026-01-05/far-north-queensland-cyclone-forecast/106199464', 'https://www.dailypost.co.uk/news/north-wales-news/storm-gorreti-set-hit-north-33174951', 'https://www.perthnow.com.au/news/heavy-falls-of-200mm-wind-gusts-and-flash-flooding-forecast-as-tropical-low-approaches-qlds-north-tropical-coast-c-21238436', 'https://www.thejournal.ie/snow-rain-ireland-storm-goretti-6920002-Jan2026/']",4.0,Snow and rain warning for four counties as eastbound Storm Goretti to skirt south coast,,{'wind_speed': 'averaging 55-65 km/h with gusts around 90 km/h'},[],0.8,[],
tariffs,2025-08-06,,United States,['http://www.australiannews.net/news/278786561/many-tariffs-that-trump-announced-in-2025-were-lost-along-the-way'],1.0,Many tariffs that Trump announced in 2025 were lost along the way,,{'tariff_rate': 100},[],0.8,[],
tariffs,,,India,['https://en.apa.az/america/trump-warns-of-higher-tariffs-on-india-over-russian-oil-purchases-488128'],1.0,Trump warns of higher tariffs on India over Russian oil purchases,,"{'tariff_rate': {'current_percent': 50, 'linked_to_russian_crude_percent': 25, 'proposed_max_percent': 500}}",[],0.85,[],
flood,,2026-01-05 06:53:26,"Nkhotakota district, Malawi","['https://mwnation.com/councils-brace-for-new-wave-of-flooding/', 'https://mwnation.com/flood-survivors-struggle-nkhotakota-death-toll-at-10/', 'https://mwnation.com/floods-kill-20-people-since-onset-of-rains-says-dodma/']",3.0,"Floods kill 20 people since onset of rains, says Dodma",,"{'rainfall_intensity': ['intense/heavy', 'intense downpours and heavy rains; strong winds and frequent lightning reported']}",[],0.9,[],
tariffs,,,India,['http://www.calcuttanews.net/news/278791333/trump-threatens-india-with-higher-tariffs-over-russian-oil'],1.0,Trump threatens India with higher tariffs over Russian oil,,{'tariff_rate': 50},[],0.9,[],
tariffs,,,India,['https://www.vccircle.com/trumpwarns-of-higher-tariffs-on-india-over-russian-oil-purchases'],1.0,Trump warns of higher tariffs on India over Russian oil purchases,,{'tariff_rate': '50% (with 25% linked to purchases of Russian crude)'},[],0.9,[],
labour_strike,2026-01-05,,"Dhaka, Bangladesh",['https://ianslive.in/bangladesh-protests-disrupt-traffic-dhaka-brought-to-standstill--20260105140609'],1.0,"Bangladesh: Protests disrupt traffic, Dhaka brought to standstill",,{},[],0.8,[],
labour_strike,2026-01-06,2026-01-05 11:13:47,Morocco,['https://www.moroccoworldnews.com/2026/01/273928/moroccan-lawyers-escalate-protest-against-justice-reform-announce-nationwide-strike/'],1.0,"Moroccan Lawyers Escalate Protest Against Justice Reform, Announce Nationwide Strike",,{},[],0.9,[],
flood,,,Central Nigeria,['https://eturbonews.com/at-least-153-people-died-in-central-nigeria-floods/'],1.0,,,{},[],0.8,[],
