globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1286887519,20260201,20260201000000,190,190,19,4,2,1,2,-0.51150895140665,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260201000000,https://www.pressdemocrat.com/2026/01/31/hugely-hopeful-and-hugely-painful-eureka-monument-to-chinese-history-breaks-ground/,https://www.pressdemocrat.com/2026/01/31/hugely-hopeful-and-hugely-painful-eureka-monument-to-chinese-history-breaks-ground/,‘Hugely hopeful and hugely painful’: Eureka monument to Chinese history breaks ground – The Press Democrat,"The monument itself will feature an arch and markers representing Chinese immigration, the expulsion, the resilience and resistance of those who remained, the return of Asian Americans to the area in the 1950s and hopes for the future.",200,
1286887523,20260201,20260201000000,043,043,04,1,120,6,60,0.373212570644699,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260201000000,https://www.bluemountainsgazette.com.au/story/9165080/changed-me-deputy-leader-back-after-cancer-fight/,https://www.bluemountainsgazette.com.au/story/9165080/changed-me-deputy-leader-back-after-cancer-fight/,"'Changed me': deputy leader back after cancer fight | Blue Mountains Gazette | Katoomba, NSW",A deputy premier is returning to work for the new school year following her second cancer battle in...,200,
1286887527,20260201,20260201000000,173,173,17,4,6,1,6,-3.35820895522388,"Rhode Island, United States",US,USRI,,41.6772,-71.5101,RI,20260201000000,https://fox23maine.com/news/local/westbrook-pastor-says-congregant-detained-by-immigration-agents,https://fox23maine.com/news/local/westbrook-pastor-says-congregant-detained-by-immigration-agents,Westbrook pastor says member of congregation detained by ICE agents,It happened as this person was seeking asylum.,200,
1286887529,20260201,20260201000000,040,040,04,1,6,1,6,-7.14285714285714,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260201000000,https://www.clickondetroit.com/news/local/2025/06/17/wayne-county-officials-warn-of-rising-deed-theft-cases-in-detroit/,https://www.clickondetroit.com/news/local/2025/06/17/wayne-county-officials-warn-of-rising-deed-theft-cases-in-detroit/,Wayne County officials warn of rising ‘deed theft’ cases in Detroit,The Wayne County Register of Deeds believes that there are currently at least a dozen homes that have been stolen through an intricate crime called “deed theft – which involves fraudulently transferring ownership of a property by forging a deed.,200,
1286887530,20260201,20260201000000,042,042,04,1,10,1,10,2.61437908496732,Germany,GM,GM,,51.5,10.5,GM,20260201000000,https://www.longislandpress.com/2026/01/31/new-craft-breweries-return-to-neighborhoods-roots/,https://www.longislandpress.com/2026/01/31/new-craft-breweries-return-to-neighborhoods-roots/,New craft breweries return to neighborhood’s roots,The trip is well worth it for Long Islanders looking to go back in time and experience authentic European beers.,200,
1286887532,20260201,20260201000000,112,112,11,3,6,1,6,-5.32544378698225,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260201000000,https://www.pressdemocrat.com/2026/01/31/chicago-orders-police-to-document-potentially-illegal-federal-immigration-tactics/,https://www.pressdemocrat.com/2026/01/31/chicago-orders-police-to-document-potentially-illegal-federal-immigration-tactics/,Chicago orders police to document potentially illegal federal immigration tactics – The Press Democrat,"Mayor Brandon Johnson of Chicago ordered city police Saturday to begin formally documenting instances of aggressive and potentially illegal federal immigration enforcement actions, looking to build cases for prosecution against the most egregious actions.",200,
1286887534,20260201,20260201000000,173,173,17,4,5,1,5,-5.07518796992481,"Valencia, Carabobo, Venezuela",VE,VE07,31933,10.1806,-68.0039,-960192,20260201000000,https://dailyillini.com/news-stories/world-news/national-news/us-government/2026/01/31/cu-community-ice/,https://dailyillini.com/news-stories/world-news/national-news/us-government/2026/01/31/cu-community-ice/,CU community rallies against ICE - The Daily Illini,Hundreds of people braved freezing temps Friday to gather on Green Street to protest recent Immigration and Customs Enforcement actions.,200,
1286887537,20260201,20260201000000,084,084,08,2,3,1,3,-3.57751277683135,"Fremont High School, Michigan, United States",US,USMI,,43.4667,-85.9403,2542134,20260201000000,https://www.newsweek.com/trump-no-help-for-democrat-cities-with-riots-protests-unless-they-ask-11448944,https://www.newsweek.com/trump-no-help-for-democrat-cities-with-riots-protests-unless-they-ask-11448944,,,406,bad_status:406
1286887541,20260201,20260201000000,020,020,02,1,4,1,4,5.10948905109489,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20260201000000,https://www.el-balad.com/6839307,https://www.el-balad.com/6839307,Patsy Kensit Reveals Secret Affair with Terence Stamp at Age 23 - El-Balad.com,"Patsy Kensit, the renowned actress, recently shared details of her secret affair with iconic actor Terence Stamp, who was 30 years her senior. This unexpected relationship began when they were filming the 1991 crime thriller, Prince Of Shadows, in Madrid. Kensit, now 57, has had a successful career and has appeared in popular television series …",200,
1286887559,20260201,20260201000000,046,046,04,1,3,1,3,0.99009900990099,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260201000000,http://www.cambodiantimes.com/news/278841780/india-arab-states-review-progress-at-4th-som-identify-new-areas-of-cooperation-for-presentation-to-2nd-foreign-ministers-meet,http://www.cambodiantimes.com/news/278841780/india-arab-states-review-progress-at-4th-som-identify-new-areas-of-cooperation-for-presentation-to-2nd-foreign-ministers-meet,"India, Arab States review progress at 4th SOM, identify new areas of cooperation for presentation to 2nd Foreign Ministers meet","India and Arab States held the 4th Senior Officials' Meeting (SOM) of the Arab-India Cooperation Forum, where senior officials from both sides reviewed progress across multiple sectors of cooperation and identified new areas of engagement that were placed before the Second India-Arab Foreign Ministers' Meeting held in the national capital. In a post on X, the Ministry of External Affairs (MEA) stated that the meeting, held on Saturday in the national capital, was co-chaired by Secretary (South) in the MEA, Neena Malhotra, and the Permanent Representative of the United Arab Emirates to the League of Arab States, Ambassador Hamad Obaid Ibrahim Salem Al-Zaabi. During the SOM, the two sides reviewed the status of ongoing cooperation under the India-Arab Partnership, discussed implementation me",200,
1286887571,20260201,20260201000000,190,190,19,4,4,1,4,-6.52173913043478,"Mishawaka, Indiana, United States",US,USIN,IN141,41.662,-86.1586,452691,20260201000000,https://bakersfieldnow.com/news/nation-world/man-dies-from-accidental-shooting-at-indiana-tire-shop-police-mishawaka-dscount-curtiss-walker-gun,https://bakersfieldnow.com/news/nation-world/man-dies-from-accidental-shooting-at-indiana-tire-shop-police-mishawaka-dscount-curtiss-walker-gun,Man dies from accidental shooting at Indiana tire shop: police,A tire store employee was killed at a Mishawaka tire store Wednesday.,200,
1286887574,20260201,20260201000000,070,070,07,2,4,1,4,-3.08505949757602,"Rangi, New Zealand (general), New Zealand",NZ,NZ00,22390,-38.55,174.933,-1517045,20260201000000,https://www.rnz.co.nz/news/mediawatch/542423/death-devastation-and-extreme-weather-test-media,https://www.rnz.co.nz/news/mediawatch/542423/death-devastation-and-extreme-weather-test-media,"Death, devastation and extreme weather test media | RNZ News",Reporting what went wrong and why after tragedies at Mount Maunganui and Welcome Bay was a fraught task for the media.,200,
1286887585,20260201,20260201000000,040,040,04,1,4,1,4,-3.46820809248555,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,25316,24.6408,46.7728,-3093009,20260201000000,https://www.wrestlezone.com/news/1609880-chris-jericho-return-to-wwe-update,https://www.wrestlezone.com/news/1609880-chris-jericho-return-to-wwe-update,Chris Jericho Return To WWE Update  - Wrestlezone,Fans speculated that Chris Jericho would make his highly anticipated return to WWE at the Royal Rumble. But did it happen?,200,
1286887587,20260201,20260201000000,020,020,02,1,4,1,4,-2.85714285714285,"Cape Ann, Massachusetts, United States",US,USMA,,42.6486,-70.5931,616157,20260201000000,https://wcbm.com/national-headline/coast-guard-finds-body-while-searching-for-fishing-boat-carrying-7-off-massachusetts-coast/,https://wcbm.com/national-headline/coast-guard-finds-body-while-searching-for-fishing-boat-carrying-7-off-massachusetts-coast/,,,404,bad_status:404
1286887590,20260201,20260201000000,040,040,04,1,2,1,2,-0.93632958801498,United States,US,US,,39.828175,-98.5795,US,20260201000000,https://www.indiewire.com/news/events/run-amok-sundance-indiewire-studio-interview-1235176559/,https://www.indiewire.com/news/events/run-amok-sundance-indiewire-studio-interview-1235176559/,'Run Amok' Sundance: IndieWire Studio Interview,"Molly Ringwald, Margaret Cho, and the cast of 'Run Amok' visited the IndieWire Studio, presented by Dropbox, at Sundance.",200,
1286887596,20260201,20260201000000,042,042,04,1,4,1,4,-8.7956698240866,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260201000000,https://wcbm.com/national-headline/judge-shuts-down-minnesotas-bid-to-stop-trumps-immigration-enforcement-surge/,https://wcbm.com/national-headline/judge-shuts-down-minnesotas-bid-to-stop-trumps-immigration-enforcement-surge/,,,404,bad_status:404
1286887600,20260201,20260201000000,042,042,04,1,60,6,49,-4.50530609645447,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260201000000,https://www.stroudnewsandjournal.co.uk/news/national/25814389.judge-says-will-not-halt-immigration-enforcement-surge-minnesota/,https://www.stroudnewsandjournal.co.uk/news/national/25814389.judge-says-will-not-halt-immigration-enforcement-surge-minnesota/,Judge says she will not halt immigration enforcement surge in Minnesota | Stroud News and Journal,A lawsuit sought a quick order to halt the enforcement action or limit its scope.,200,
1286887605,20260201,20260201000000,043,043,04,1,1,1,1,3.03030303030303,"Main Beach, California, United States",US,USCA,,33.5417,-117.785,1702610,20260201000000,https://www.santacruzsentinel.com/2026/01/31/photo-the-san-lorenzo-river-travels-into-monterey-bay/,https://www.santacruzsentinel.com/2026/01/31/photo-the-san-lorenzo-river-travels-into-monterey-bay/,Photo | The San Lorenzo River travels into Monterey Bay – Santa Cruz Sentinel,"The San Lorenzo River flows this week through downtown Santa Cruz towards the Monterey Bay river mouth on Main Beach. Flowing from its headwaters near Castle Rock State Park to the bay, the San Lorenzo provides 100,000 people with drinking water and provides critical habitat for threatened and endangered species. The river is 29 miles […]",200,
1286887611,20260201,20260201000000,051,051,05,1,2,1,2,0.17421602787456,"Highland County, Virginia, United States",US,USVA,,38.3668,-79.3664,1673774,20260201000000,https://www.alleghenymountainradio.org/highland-county-officials-consider-creating-new-financial-director-position/,https://www.alleghenymountainradio.org/highland-county-officials-consider-creating-new-financial-director-position/,Highland County Officials Consider Creating New Financial Director Position - Allegheny Mountain Radio,"Highland County officials appear to be warming to creating a new financial director position, but just how that position will be funded is still undecided. The brainchild to create the…",200,
1286887615,20260201,20260201000000,080,080,08,2,2,1,2,-3.77358490566037,Haiti,HA,HA,,19,-72.416667,HA,20260201000000,https://freerepublic.com/focus/f-news/4364920/posts,https://freerepublic.com/focus/f-news/4364920/posts,"Haitian migrants in Springfield, Ohio, fear potential ICE raids as TPS expires",,200,
1286887622,20260201,20260201000000,173,173,17,4,8,1,4,-8.62422997946612,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260201000000,https://people.com/8-inmates-including-4-murder-suspects-escaped-louisiana-jail-11896865,https://people.com/8-inmates-including-4-murder-suspects-escaped-louisiana-jail-11896865,,,402,bad_status:402
1286887625,20260201,20260201000000,190,190,19,4,10,1,10,-1.49253731343283,"Raleigh, North Carolina, United States",US,USNC,NC183,35.7721,-78.6386,1024242,20260201000000,https://www.el-balad.com/6839304,https://www.el-balad.com/6839304,Raleigh Escapes Snowfall in Current Winter Storm: Here’s Why - El-Balad.com,"If you hope for snow, yearn for a picturesque winter landscape, and reside from Raleigh to the Sandhills, you might feel like you’re jinxed this season. As winter weather systems clash just around you, Raleigh finds itself ensnared in what’s been dubbed the “doughnut hole” of meteorological phenomena. Simultaneously sandwiched between snow-burdened areas to the …",200,
1286887645,20260201,20260201000000,026,026,02,1,10,1,10,-5.69476082004556,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260201000000,https://www.watoday.com.au/business/workplace/air-traffic-controller-shortages-trigger-calls-for-government-monitoring-20260129-p5ny0v.html,https://www.watoday.com.au/business/workplace/air-traffic-controller-shortages-trigger-calls-for-government-monitoring-20260129-p5ny0v.html,Sydney Airport cancellations: Air traffic controller shortages trigger calls for government monitoring,"A rash of flight cancellations that affected 200,000 passengers in Sydney last month is prompting calls for urgent changes.",200,
1286887677,20260201,20260201000000,046,046,04,1,2,1,2,-1.30023640661939,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,20260201000000,https://oilprice.com/Energy/Natural-Gas/EU-Faces-Hard-Choices-after-LNG-Wake-Up-Call.html,https://oilprice.com/Energy/Natural-Gas/EU-Faces-Hard-Choices-after-LNG-Wake-Up-Call.html,EU Faces Hard Choices after LNG “Wake-Up Call” | OilPrice.com,"Europe is growing uneasy over its heavy reliance on U.S. LNG, with EU officials warning that energy security risks are shifting rather than disappearing.",200,
1286887685,20260201,20260201000000,120,120,12,3,3,1,3,-0.50977060322855,"Monterey, California, United States",US,USCA,CA053,36.6002,-121.895,1659762,20260201000000,https://www.santacruzsentinel.com/2026/01/31/doc-on-decline-of-kelp-forests-sequoias-of-the-sea-to-be-screened-at-santa-cruz-boardroom/,https://www.santacruzsentinel.com/2026/01/31/doc-on-decline-of-kelp-forests-sequoias-of-the-sea-to-be-screened-at-santa-cruz-boardroom/,Doc on decline of kelp forests ‘Sequoias of the Sea’ to be screened at Santa Cruz Boardroom – Santa Cruz Sentinel,"Kelp forests are important to the environment in many ways: as a nursery ground for different marine life, a vital part of the marine food chain, barriers to coastline erosion and a major part of coastal economies. However, according to the National Science Foundation, more than 95% of kelp forests along the Northern California coast have vanished over the past decade, and its impacts have been widespread. Co-directors Natasha Benjamin and Ana Blanco explore those impacts, particularly those on a community along the Mendocino County coast, in the new documentary ""Sequoias of the Sea"" which will be screened at Santa Cruz Boardroom Feb. 6.",200,
1286887692,20260201,20260201000000,010,010,01,1,4,1,4,-3.15457413249211,Barbados,BB,BB,,13.166667,-59.533333,BB,20260201000000,https://barbadostoday.bb/2026/01/31/ghost-ship-threatens-reef-as-inclement-weather-stalls-removal/,https://barbadostoday.bb/2026/01/31/ghost-ship-threatens-reef-as-inclement-weather-stalls-removal/,,,525,bad_status:525
1286887694,20260201,20260201000000,173,173,17,4,2,1,2,-1.2987012987013,Barbados,BB,BB,,13.166667,-59.533333,BB,20260201000000,https://www.cbc.bb/main-stories/pm-intensifies-campaign-with-11-days-to-go-till-election/,https://www.cbc.bb/main-stories/pm-intensifies-campaign-with-11-days-to-go-till-election/,PM intensifies campaign with 11 days to go till election - Caribbean Broadcasting Corporation,"With just 11 days remaining before general election day, Prime Minister and Barbados Labour Party leader Mia Amor",200,
1286887695,20260201,20260201000000,010,010,01,1,5,1,5,2.11640211640212,,,,,,,,20260201000000,https://www.mercurynews.com/2026/01/31/waymo-seeking-about-16-billion-near-110-billion-valuation/,https://www.mercurynews.com/2026/01/31/waymo-seeking-about-16-billion-near-110-billion-valuation/,Waymo seeking about $16 billion near $110 billion valuation – The Mercury News,"Waymo, Alphabet Inc.'s autonomous driving unit, is aiming to raise about $16 billion in a financing round that would value the unit at nearly $110 billion, according to people familiar with the matter.",200,
1286887698,20260201,20260201000000,051,051,05,1,15,2,15,6.38150347314146,,,,,,,,20260201000000,https://klaq.com/ixp/366/p/watch-2026-grammy-awards/,https://klaq.com/ixp/366/p/watch-2026-grammy-awards/,How To Watch The 2026 Grammy Awards + Ozzy Tribute,"February 1 marks the 2026 Grammy Awards, showcasing rock legends and live performances. Watch on CBS or stream on Paramount+.",200,
1286887701,20260201,20260201000000,061,061,06,2,1,1,1,0.24783147459727,"Sasol, Balochistan, Pakistan",PK,PK02,40300,27.8775,66.6994,-2773718,20260201000000,https://www.businessday.co.za/business-times/business/2026-01-31-richards-bay-terminal-operator-sees-a-rosy-future-as-coal-bounces-back/,https://www.businessday.co.za/business-times/business/2026-01-31-richards-bay-terminal-operator-sees-a-rosy-future-as-coal-bounces-back/,Richards Bay terminal operator sees a rosy future as coal bounces back,"As climate action sentiment changes, demand for high-quality SA coal remains steady",200,
1286887710,20260201,20260201000000,111,111,11,3,10,1,10,1.91256830601093,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,20260201000000,https://www.tickerreport.com/banking-finance/13332323/kddi-otcmktskddiy-stock-price-passes-above-fifty-day-moving-average-whats-next.html,https://www.tickerreport.com/banking-finance/13332323/kddi-otcmktskddiy-stock-price-passes-above-fifty-day-moving-average-whats-next.html,KDDI (OTCMKTS:KDDIY) Stock Price Passes Above Fifty Day Moving Average   – What’s Next? - Ticker Report,Read KDDI (OTCMKTS:KDDIY) Stock Price Passes Above Fifty Day Moving Average   – What’s Next? at Ticker Report,200,
1286887712,20260201,20260201000000,192,192,19,4,6,1,6,-2,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260201000000,https://www.ibtimes.co.uk/trump-has-biggest-ego-among-us-presidents-obsessed-how-he-looks-source-claims-1775349,https://www.ibtimes.co.uk/trump-has-biggest-ego-among-us-presidents-obsessed-how-he-looks-source-claims-1775349,"Trump Has the Biggest Ego Among US Presidents, Obsessed With How He Looks, Source Claims | IBTimes UK",Donald Trump reportedly loves criticising other leaders but couldn't take it when he's the one being slammed.,200,
1286887729,20260201,20260201000000,020,020,02,1,6,1,6,8.33333333333332,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260201000000,https://freerepublic.com/focus/f-news/4364934/posts,https://freerepublic.com/focus/f-news/4364934/posts,Separatist sentiment resurfaces in Alberta and Quebec as Ottawa urges unity,,200,
1286887730,20260201,20260201000000,055,055,05,1,4,1,4,2.45210727969348,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20260201000000,https://calgarysun.com/news/local-news/olds-college-suspends-craft-brewing-program-due-to-low-enrollment,https://calgarysun.com/news/local-news/olds-college-suspends-craft-brewing-program-due-to-low-enrollment,Olds College suspends craft brewing program due to low enrollment | Calgary Sun,"Olds College is shutting down its brewery and cutting its Craft Beverage and Brewery Operations program, the school announced Friday.",200,
1286887736,20260201,20260201000000,073,073,07,2,4,1,4,-4.93827160493827,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260201000000,https://theprovince.com/news/one-man-dead-after-house-fire-in-burnaby,https://theprovince.com/news/one-man-dead-after-house-fire-in-burnaby,One man dead after house fire in Burnaby | The Province,Firefighters were called to the blaze in the 4800 block of Smith Avenue shortly before 5:30 p.m. on Friday.,200,
1286887753,20260201,20260201000000,084,084,08,2,10,1,10,-3.24675324675325,"Norman Wells, Northwest Territories, Canada",CA,CA13,25042,65.2833,-126.85,-570267,20260201000000,https://calgarysun.com/business/energy/imperial-oil-closing-norman-wells-nwt-site,https://calgarysun.com/business/energy/imperial-oil-closing-norman-wells-nwt-site,Imperial Oil to shut Norman Wells site in NWT | Calgary Sun,The oil site in the Northwest Territories has been pumping crude since the 1920s amidst some of Canada’s most extreme conditions.,200,
1286887766,20260201,20260201000000,120,120,12,3,1,1,1,-0.40579710144928,"Borneo, Malaysia (general), Malaysia",MY,MY00,18585,1,114,-2359175,20260201000000,https://www.theborneopost.com/2026/02/01/uec-fifty-years-of-trials-and-tribulations/,https://www.theborneopost.com/2026/02/01/uec-fifty-years-of-trials-and-tribulations/,UEC: Fifty years of trials and tribulations | Borneo Post Online,"THE issue of recognising the Unified Examination Certificate (UEC) has plagued Malaysia’s plural society for decades. It almost invariably heats up before general elections, finds its way into the manifestos of various political coalitions, and is then shelved again after the polls. This cyclical pattern has repeated at least three times. With the next generalRead More",200,
1286887780,20260201,20260201000000,045,045,04,1,9,3,9,-7.96915167095116,"Rubaya, Nord, Rwanda",RW,RW13,21979,-1.47461,30.0024,25966,20260201000000,https://www.stroudnewsandjournal.co.uk/news/national/25813558.200-people-dead-landslide-coltan-mining-site/,https://www.stroudnewsandjournal.co.uk/news/national/25813558.200-people-dead-landslide-coltan-mining-site/,200 people dead after landslide at coltan mining site | Stroud News and Journal,The accident happened at the Rubaya mines in the Democratic Republic of the Congo.,200,
1286887787,20260201,20260201000000,010,010,01,1,10,1,10,-6.26506024096385,"Bhopal, Madhya Pradesh, India",IN,IN35,17746,23.2667,77.4,-2091670,20260201000000,https://www.freepressjournal.in/bhopal/bhopal-news-12-year-old-dies-of-gunshot-injury-with-illegal-firearm,https://www.freepressjournal.in/bhopal/bhopal-news-12-year-old-dies-of-gunshot-injury-with-illegal-firearm,Bhopal News: 12-Year-Old Dies Of Gunshot Injury With Illegal Firearm,"ACP Baghel said the short postmortem examination report suggested that the bullet was fired from a very close range. The bullet reportedly entered through the temple and exited from the head. Doctors said that such an injury was usually seen in cases of suicide, as the deposition of carbon was heavier in the entrance wound.",200,
1286887788,20260201,20260201000000,010,010,01,1,2,1,2,-1.63265306122449,"Holly Springs, Texas, United States",US,USTX,,32.9257,-94.816,1337960,20260201000000,https://www.wral.com/news/local/11-year-old-recovering-fall-holly-springs-pond-jan-2026/,https://www.wral.com/news/local/11-year-old-recovering-fall-holly-springs-pond-jan-2026/,"11-year-old falls in Holly Springs pond, saved by police officer :: WRAL.com","An 11-year-old child fell into the pond at Womble Park in Holly Springs after attempting to walk on the thin layer of ice that capped the water around 1:50 p.m. Saturday, town officials",200,
1286887789,20260201,20260201000000,010,010,01,1,10,1,10,-9.23787528868359,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260201000000,https://wcbm.com/national-headline/violent-agitators-arrested-during-chaotic-los-angeles-anti-ice-rally-police/,https://wcbm.com/national-headline/violent-agitators-arrested-during-chaotic-los-angeles-anti-ice-rally-police/,,,404,bad_status:404
